date,open,high,low,close,volume,amount,turnover
2020-11-05,32.586076,34.2488,31.492324,31.939768,29702528,1747891272.11,72.646000
2020-11-06,30.382,39.7728,30.039512,37.8394,28890805,1868941720.68,70.660700
2020-11-09,38.1156,45.2968,36.90032,41.214564,26732210,1868941720.68,65.381300
2020-11-10,39.10992,40.037952,36.215344,36.325824,21943269,1503625946.83,53.668500
2020-11-11,35.232072,37.67368,34.685196,36.563356,16435545,1082584325.09,40.197800
2020-11-12,35.3536,35.900476,32.5916,32.779416,15742414,964722617.92,38.502600
2020-11-13,32.033676,33.80688,31.575184,32.779416,10806093,641865860.37,26.429400
2020-11-16,32.414832,34.038888,31.613852,33.795832,11088769,665143934.82,27.120800
2020-11-17,33.33734,37.557676,33.204764,37.519008,17426989,1124524553.25,42.622700
2020-11-18,35.906,37.165472,35.397792,35.419888,12332884,805780456.89,30.163600
2020-11-19,34.795676,36.447352,33.77926,34.16594,11139363,704025976.74,27.244500
2020-11-20,34.513952,35.6298,32.911992,34.1107,9974099,617755041.35,24.394500
2020-11-23,33.4202,34.13832,32.635792,33.271052,8389727,506200755.01,20.519500
2020-11-24,33.53068,35.6298,33.53068,34.292992,11529538,721210783.77,28.198800
2020-11-25,34.016792,34.02784,32.028152,32.414832,10035340,596501304.62,24.544300
2020-11-26,32.0392,33.243432,31.879004,32.282256,7046488,414851606.97,17.234200
2020-11-27,31.978436,32.762844,30.6582,30.945448,7673930,439616998.21,18.768800
2020-11-30,31.26584,31.420512,30.2439,30.779728,6157060,343707241.09,15.058900
2020-12-01,31.4868,32.442452,31.481276,32.138632,8540129,494470460.07,20.887300
2020-12-02,31.751952,32.48112,31.492324,31.73538,7273314,420164211.76,17.789000
2020-12-03,31.4868,32.033676,30.431716,30.43724,7371415,412874042.29,18.028900
2020-12-04,30.13342,31.68014,29.951128,31.01726,6996500,393415552.24,17.111900
2020-12-07,31.763,32.34302,30.663724,30.71344,6513700,371405803.28,15.931100
2020-12-08,30.393048,32.028152,30.183136,31.912148,6797539,384466762.96,16.625300
2020-12-09,31.4868,32.519788,30.669248,30.76868,6754933,384466762.96,16.521100
2020-12-10,30.481432,30.553244,27.95144,27.968012,9278228,487069946.62,22.692600
2020-12-11,27.625524,28.266308,25.9628,26.691968,7192785,352170287.6,17.592000
2020-12-14,26.34948,26.940548,26.117472,26.868736,4179419,201196276.99,10.222000
2020-12-15,26.68092,27.327228,26.316336,26.747208,4360045,211706882.97,10.663700
2020-12-16,26.62568,26.70854,25.1342,25.277824,6100776,284842763.52,14.921200
2020-12-17,25.38278,26.32186,24.421604,26.006992,6231361,288267894.36,15.240600
2020-12-18,26.034612,28.00668,26.034612,26.559392,7445712,364905307.19,18.210600
2020-12-21,26.040136,27.238844,25.74184,26.564916,5431432,260869508.38,13.284100
2020-12-22,26.29424,26.509676,24.869048,24.869048,5570687,258008378.91,13.624700
2020-12-23,24.69228,25.333064,24.460272,24.91324,4219736,190173358.4,10.320600
2020-12-24,24.80276,25.167344,23.28366,23.488048,5013975,219523836.08,12.263100
2020-12-25,23.405188,23.7532,22.75888,22.81412,4291221,180108050.83,10.495400
2020-12-28,22.626304,22.968792,21.576744,21.775608,4529221,180668517.76,11.077500
2020-12-29,21.830848,24.189596,21.725892,23.28366,7791985,326859299.72,19.057500
2020-12-30,22.9246,23.659292,22.223052,22.73126,6145804,252486017.19,15.031300
2020-12-31,22.73126,23.53224,22.73126,23.355472,4779768,200184304.21,11.690300
2021-01-04,23.162132,24.399508,23.162132,24.200644,5484463,236866274.9,13.413800
2021-01-05,23.968636,24.63704,23.686912,24.173024,6035557,263411853.77,14.761700
2021-01-06,24.5818,24.74752,22.388772,22.449536,6612883,277922815.11,16.173700
2021-01-07,22.107048,22.692592,20.361464,20.582424,7343536,284357848.23,17.960700
2021-01-08,20.372512,21.10168,19.38924,20.223364,5825283,214804112.21,14.247400
2021-01-11,20.223364,21.07406,19.77592,20.339368,6207414,229799848.68,15.182000
2021-01-12,20.112884,20.60452,19.438956,19.6102,5216809,187681928.28,12.759200
2021-01-13,19.510768,19.820112,18.2292,18.45016,5735783,196768402.14,14.028500
2021-01-14,18.56064,20.030024,18.53302,19.521816,7044030,246517377.93,17.228200
2021-01-15,19.483148,22.046284,19.27876,20.93596,10482769,396465936.36,25.638600
2021-01-18,20.471944,21.8198,20.471944,21.085108,8294344,317747729.08,20.286200
2021-01-19,21.538076,22.769928,20.82548,22.024188,10295868,409774617.24,25.181500
2021-01-20,21.70932,22.714688,21.29502,21.698272,7756113,308066311.42,18.969800
2021-01-21,21.23978,21.383404,20.538232,20.643188,7339573,278058170.2,17.951000
2021-01-22,20.610044,21.84742,20.610044,20.720524,6050023,231562503.17,14.797100
2021-01-25,20.38356,21.466264,19.405812,21.18454,6561621,242316663.69,16.048300
2021-01-26,21.024344,22.140192,20.775764,20.88072,6894117,268516580.85,16.861500
2021-01-27,20.206792,20.858624,20.112884,20.5769,4547047,168325790.39,11.121100
2021-01-28,20.057644,21.035392,19.41686,19.44448,4713272,172606498.43,11.527700
2021-01-29,19.643344,20.378036,19.378192,20.295176,5025260,181128574.57,12.290700
2021-02-01,20.444324,22.084952,20.372512,22.01314,8452482,327865155.24,20.673000
