date,open,high,low,close,volume,amount,turnover
2020-01-02,15.3890784,16.92798624,15.32359296,16.36317432,36992197,732488775.0,4.588700
2020-01-03,16.28131752,16.4941452,15.962076,16.2076464,20687818,409442120.0,2.566200
2020-01-06,15.962076,16.48595952,15.86384784,16.03574712,17681613,348536496.0,2.193300
2020-01-07,16.13397528,16.28131752,15.8802192,16.25676048,15097427,296880679.0,1.872800
2020-01-08,16.0439328,16.17490368,15.1844364,15.36452136,23778509,455448300.0,2.949600
2020-01-09,15.58553472,15.79017672,15.33177864,15.4709352,13369088,253508756.0,1.658400
2020-01-10,15.62646312,15.80654808,15.27447888,15.552792,12378222,234823047.0,1.535500
2020-01-13,15.56097768,16.2485748,15.3890784,15.88840488,18446059,357274190.0,2.288100
2020-01-14,15.962076,15.97844736,15.38089272,15.44637816,15259007,290512895.0,1.892800
2020-01-15,15.02890848,15.8802192,15.02890848,15.8392908,13841154,263679918.0,1.716900
2020-01-16,15.70831992,16.9034292,15.65920584,16.4532168,25766144,510916542.0,3.196200
2020-01-17,16.2895032,16.54325928,15.98663304,16.1257896,15159984,301091692.0,1.880500
2020-01-20,16.15034664,17.73836856,16.05211848,17.73836856,26229314,555748411.0,3.253600
2020-01-21,18.008496,18.008496,17.46005544,17.8447824,21130264,458931048.0,2.621100
2020-01-22,17.58284064,18.71246448,17.16537096,18.18858096,25889314,568958367.0,3.211400
2020-01-23,17.74655424,17.99212464,16.37136,16.5350736,30279477,634337447.0,3.756000
2020-02-03,14.88156624,14.88156624,14.88156624,14.88156624,5839900,106169382.0,0.724400
2020-02-04,13.915656,15.37270704,13.915656,15.07802256,24352369,444412580.0,3.020800
2020-02-05,14.92249464,15.7983624,14.91430896,15.34815,22392457,421621930.0,2.777700
2020-02-06,15.24173616,15.86384784,14.94705168,15.85566216,22628159,425826141.0,2.806900
2020-02-07,15.70013424,16.40410272,15.46274952,16.3304316,24470070,474756830.0,3.035400
2020-02-10,16.1257896,16.82975808,16.06030416,16.27313184,18118930,363226854.0,2.247600
2020-02-11,16.26494616,16.60055904,16.21583208,16.25676048,14856082,297033170.0,1.842800
2020-02-12,16.29768888,16.79701536,15.93751896,16.76427264,23178498,463080886.0,2.875200
2020-02-13,16.78882968,18.44233704,16.6987872,17.73018288,35520724,778872178.0,4.406200
2020-02-14,17.189928,18.622422,17.1489996,17.91026784,27723481,611106977.0,3.439000
2020-02-17,17.9675676,18.31955184,17.83659672,18.09853848,19498117,429141568.0,2.418600
2020-02-18,18.09853848,19.8912024,18.09853848,19.57196088,30970719,720969931.0,3.841800
2020-02-19,19.33457616,21.22546824,19.12174848,19.94031648,34314503,837472374.0,4.256500
2020-02-20,19.9730592,21.52015272,19.24453368,21.3646248,35255647,881825945.0,4.373300
2020-02-21,21.2009112,22.90353264,21.1190544,21.99492216,30625536,821769504.0,3.798900
2020-02-24,21.65930928,24.00859944,21.6511236,24.00859944,26383246,733256739.0,3.272700
2020-02-25,23.2473312,24.45881184,21.6101952,23.2473312,52247651,1465769895.0,6.481100
2020-02-26,22.29779232,22.82167584,20.92259808,20.92259808,34239017,901105138.0,4.247200
2020-02-27,20.85711264,21.06994032,19.28546208,19.74386016,29434212,720575304.0,3.651200
2020-02-28,18.4996368,19.17904824,17.83659672,17.8857108,40772707,919315686.0,5.057700
2020-03-02,18.4996368,18.88436376,18.05761008,18.57330792,26176716,591659064.0,3.247100
2020-03-03,18.9089208,20.00580192,18.57330792,18.83524968,26384814,620371176.0,3.272900
2020-03-04,18.4996368,18.99896328,17.9266392,18.50782248,21929374,495223884.0,2.720200
2020-03-05,18.90073512,19.01533464,18.008496,18.54875088,19638886,442198855.0,2.436100
2020-03-06,18.213138,18.76157856,18.09853848,18.2949948,12243250,275858794.0,1.518700
2020-03-09,17.66469744,17.91026784,16.82975808,16.88705784,23393953,495009511.0,2.901900
2020-03-10,16.6578588,18.14765256,16.6578588,18.11490984,29739701,636091847.0,3.689100
2020-03-11,18.1312812,18.32773752,17.1080712,17.17355664,23712902,514912368.0,2.941500
2020-03-12,16.81338672,17.50098384,16.6987872,16.96891464,17955727,373839720.0,2.227300
2020-03-13,16.1257896,17.77929696,16.1257896,17.46824112,24348727,510028614.0,3.020300
2020-03-16,17.5173552,17.91845352,16.13397528,16.37136,23642129,497728974.0,2.932700
2020-03-17,16.8625008,17.3536416,16.0439328,16.87887216,24839846,506809388.0,3.081300
2020-03-18,17.42731272,18.11490984,17.2717848,17.45186976,36114348,779215804.0,4.479800
2020-03-19,17.64832608,18.81069264,17.25541344,18.7861356,37335021,824512054.0,4.631200
2020-03-20,19.02352032,20.0139876,18.79432128,19.3182048,43799286,1036207100.0,5.433100
2020-03-23,18.3359232,18.81069264,17.38638432,17.38638432,29662965,654291222.0,3.679500
2020-03-24,17.66469744,17.81203968,15.6755772,16.78882968,29749607,608012397.0,3.690300
2020-03-25,17.27997048,17.41912704,16.55144496,16.99347168,18323758,382508644.0,2.273000
2020-03-26,16.71515856,17.37001296,16.48595952,16.81338672,15166147,314230654.0,1.881300
2020-03-27,16.9443576,17.2717848,16.38773136,16.42047408,12970914,264662426.0,1.609000
2020-03-30,16.07667552,16.09304688,15.08620824,15.23355048,21496736,405798333.0,2.666600
2020-03-31,15.49549224,15.78199104,14.8979376,14.9797944,14929760,278863147.0,1.852000
2020-04-01,14.9797944,15.73287696,14.88975192,15.31540728,15299313,288150745.0,1.897800
2020-04-02,15.20899344,16.19127504,15.143508,16.15034664,18328743,351783446.0,2.273600
2020-04-03,16.0439328,16.13397528,15.52823496,15.68376288,13110117,253089755.0,1.626200
2020-04-07,16.1257896,16.33861728,15.91296192,16.02756144,13285148,261658762.0,1.648000
2020-04-08,15.81473376,16.15853232,15.72469128,15.94570464,10460452,203869329.0,1.297600
2020-04-09,16.10123256,16.166718,15.86384784,15.91296192,7566874,147792314.0,0.938600
2020-04-10,15.962076,15.962076,15.24992184,15.41363544,10569883,200281105.0,1.311100
2020-04-13,15.11076528,15.12713664,14.6932956,14.78333808,8315929,151369641.0,1.031500
2020-04-14,14.938866,15.21717912,14.79970944,15.20899344,7607901,139386986.0,0.943700
2020-04-15,15.15169368,15.72469128,15.13532232,15.33177864,10837946,204611072.0,1.344400
2020-04-16,15.143508,15.60190608,15.00435144,15.53642064,8745610,164474519.0,1.084800
2020-04-17,15.86384784,16.19127504,15.65102016,15.69194856,14016129,272365937.0,1.738600
2020-04-20,15.76561968,15.77380536,15.46274952,15.5937204,7268999,138411978.0,0.901700
2020-04-21,15.50367792,15.50367792,15.04527984,15.33996432,7926920,147853316.0,0.983300
2020-04-22,15.1844364,15.90477624,15.143508,15.56097768,11280896,215483169.0,1.399300
2020-04-23,15.5118636,15.58553472,15.04527984,15.0616512,9055485,169139168.0,1.123300
2020-04-24,15.00435144,15.20080776,14.23489752,14.46409656,12684725,227233376.0,1.573500
2020-04-27,14.60325312,14.6523672,13.93202736,13.94839872,10151514,175950350.0,1.259200
2020-04-28,14.03025552,14.43953952,13.25261592,14.09574096,13889957,236328036.0,1.723000
2020-04-29,14.02206984,14.21852616,13.8747276,13.98114144,6256515,107372573.0,0.776100
2020-04-30,14.09574096,15.05346552,14.09574096,14.9797944,14605646,262729741.0,1.811800
2020-05-06,15.20080776,15.962076,14.98798008,15.962076,18199998,344071702.0,2.257600
2020-05-07,15.86384784,16.01119008,15.54460632,15.6755772,14705059,282327699.0,1.824100
2020-05-08,15.79017672,16.0848612,15.65920584,15.91296192,12537462,243884236.0,1.555200
2020-05-11,16.02756144,16.18308936,15.64283448,15.6755772,10743292,208393114.0,1.332700
2020-05-12,15.69194856,15.82291944,15.34815,15.78199104,9604799,183225073.0,1.191400
2020-05-13,15.89659056,16.73152992,15.89659056,16.2485748,18487572,365716784.0,2.293300
2020-05-14,16.17490368,16.68241584,16.0439328,16.39591704,14884484,297789692.0,1.846300
2020-05-15,16.37136,16.88705784,16.10941824,16.66604448,17995858,363284378.0,2.232300
2020-05-18,17.599212,17.95119624,16.64148744,16.76427264,30013161,635066911.0,3.723000
2020-05-19,16.780644,18.44233704,16.66604448,18.44233704,32115437,689760070.0,3.983800
2020-05-20,18.57330792,19.18723392,18.008496,18.4996368,37879165,863007855.0,4.698700
2020-05-21,18.42596568,18.80250696,17.82841104,17.91845352,26355387,590003204.0,3.269300
2020-05-22,17.6810688,17.85296808,16.5350736,16.87068648,24121672,506902631.0,2.992200
2020-05-25,16.8625008,17.05077144,16.4532168,16.576002,13503334,275907165.0,1.675000
2020-05-26,16.66604448,17.32908456,16.576002,17.22267072,14900575,310118345.0,1.848300
2020-05-27,17.11625688,17.16537096,16.55963064,16.6987872,13572707,279296211.0,1.683600
2020-05-28,16.5350736,16.7397156,15.88840488,16.33861728,14191113,281747382.0,1.760300
2020-05-29,16.166718,16.73152992,16.07667552,16.2895032,9262530,185873964.0,1.149000
2020-06-01,16.4941452,17.44368408,16.4941452,17.20629936,13459283,280687668.0,1.669600
2020-06-02,17.26359912,17.7219972,17.20629936,17.55009792,14240363,303743100.0,1.766400
2020-06-03,17.55009792,17.8857108,17.09988552,17.40275568,15660146,334347682.0,1.942600
2020-06-04,17.189928,17.26359912,16.38773136,16.51051656,19179427,392309571.0,2.379100
2020-06-05,16.4941452,16.80520104,16.44503112,16.71515856,7675721,156201850.0,0.952100
2020-06-08,16.6578588,18.38503728,16.6578588,18.07398144,34209166,755065733.0,4.243500
2020-06-09,17.91845352,18.4587084,17.91026784,18.1312812,22185521,492735835.0,2.752000
