symbol,name,score,rank,top_factors,sector,reason,j_low,pct_calm,amplitude,trend_gap,dif,vol_shrink,yangyin,surge,ql_pos,bowl,washout_recover,ma_bull,weekly_cross,ml_score,sig_b1,sig_volume_b1,sig_zhixing,sig_needle,pattern_state,close,pct_change,yellow_line,above_yellow,float_mv_yi,concepts,sector_score,strict_signal,strategies
688511,,94.39,16,"vol_shrink(+0.58), j_low(+0.26), pct_calm(+0.26)",,"vol_shrink(+0.58), j_low(+0.26), pct_calm(+0.26)",0.9339,1.0,0.5547,1.0,1.0,0.8663,0.5436,0.0,0.9096,1.0,0.0,0.5,0.7,0.4294,True,False,False,False,B1候B2,27.58,0.66,26.98,True,3686.8,军民融合/锂电池概念/军工,,True,B1
600906,,94.04,17,"amplitude(+0.53), vol_shrink(+0.44), pct_calm(+0.26)",,"amplitude(+0.53), vol_shrink(+0.44), pct_calm(+0.26)",0.82,1.0,0.7672,1.0,1.0,0.7621,0.4467,0.6,0.8555,1.0,1.0,0.5,1.0,0.2943,True,False,False,False,B1候B2,7.36,2.79,7.11,True,156.3,百度概念/雄安新区/期货概念,,True,B1+周线金叉
688248,,93.9,18,"vol_shrink(+0.45), amplitude(+0.27), pct_calm(+0.26)",,"vol_shrink(+0.45), amplitude(+0.27), pct_calm(+0.26)",0.9244,1.0,0.6213,0.859,1.0,0.7682,0.2313,0.0,0.8933,1.0,0.0,0.5,0.0,0.4282,True,False,False,False,B1候B2,61.0,2.52,59.61,True,34446.7,柔性直流输电,,True,B1
603002,,92.58,19,"vol_shrink(+0.38), ml_score(+0.30), j_low(+0.27)",化工行业,"vol_shrink(+0.38), ml_score(+0.30), j_low(+0.27)",0.9671,1.0,0.5219,1.0,1.0,0.7158,0.4729,0.3,1.0,1.0,0.0,0.5,0.7,0.5467,True,False,False,False,B1候B2,20.06,1.31,18.95,True,22749.6,海峡两岸/PCB概念/先进封装,21.1,True,B1
300321,,92.49,20,"vol_shrink(+0.38), j_low(+0.29), pct_calm(+0.26)",塑料制品,"vol_shrink(+0.38), j_low(+0.29), pct_calm(+0.26)",1.0,1.0,0.5861,1.0,1.0,0.7102,0.2685,0.6,0.7907,1.0,0.0,0.5,0.7,0.466,True,False,False,False,B1候B2,47.26,-1.54,47.14,True,4193.0,黄河三角,12.0,True,B1
600160,,92.12,21,"amplitude(+0.36), vol_shrink(+0.36), j_low(+0.29)",化工行业,"amplitude(+0.36), vol_shrink(+0.36), j_low(+0.29)",1.0,1.0,0.6719,1.0,1.0,0.6947,0.9487,0.3,1.0,1.0,0.0,0.5,1.0,0.3703,True,False,False,False,B1候B2,46.0,0.61,43.77,True,1241.9,碳交易/低碳经济/业绩预降,21.1,True,B1+周线金叉
301115,,91.97,22,"vol_shrink(+0.53), pct_calm(+0.26), amplitude(+0.23)",,"vol_shrink(+0.53), pct_calm(+0.26), amplitude(+0.23)",0.8269,1.0,0.596,1.0,1.0,0.8229,0.2314,0.0,1.0,1.0,0.0,0.5,0.7,0.3883,True,False,False,False,B1候B2,30.03,1.66,29.11,True,46.5,食品安全,,True,B1
300327,,91.73,23,"amplitude(+0.40), vol_shrink(+0.27), j_low(+0.27)",电子器件,"amplitude(+0.40), vol_shrink(+0.27), j_low(+0.27)",0.9425,1.0,0.6925,0.9274,1.0,0.628,0.3231,0.0,0.9064,1.0,0.0,0.5,0.7,0.4104,True,False,False,False,B1候B2,30.38,1.54,29.39,True,10294.4,物联网/智能家居/智能穿戴,46.5,True,B1
301176,,91.22,24,"vol_shrink(+0.42), ml_score(+0.31), pct_calm(+0.26)",,"vol_shrink(+0.42), ml_score(+0.31), pct_calm(+0.26)",0.8284,1.0,0.4971,1.0,1.0,0.7424,0.2663,0.3,0.8448,1.0,0.0,0.0,0.7,0.5853,True,False,False,False,B1候B2,53.18,2.86,52.41,True,8724.4,,,True,B1
301055,,90.9,25,"vol_shrink(+0.45), pct_calm(+0.26), j_low(+0.23)",,"vol_shrink(+0.45), pct_calm(+0.26), j_low(+0.23)",0.8621,1.0,0.5304,1.0,1.0,0.7664,0.2757,0.3,1.0,1.0,0.0,0.5,0.7,0.4791,True,False,False,False,B1候B2,38.08,-1.75,36.68,True,5940.5,超级品牌/NFT概念,,True,B1
688131,,90.43,26,"vol_shrink(+0.32), amplitude(+0.29), j_low(+0.29)",,"vol_shrink(+0.32), amplitude(+0.29), j_low(+0.29)",1.0,1.0,0.6332,1.0,1.0,0.6659,0.4715,0.6,0.9489,1.0,0.0,0.5,0.7,0.3995,True,False,False,False,B1候B2,84.8,2.32,81.85,True,17986.4,CXO概念/CRO概念/重组蛋白,,True,B1
300903,,89.43,27,"vol_shrink(+0.47), pct_calm(+0.26), j_low(+0.25)",,"vol_shrink(+0.47), pct_calm(+0.26), j_low(+0.25)",0.9133,1.0,0.5499,1.0,1.0,0.7794,0.3844,0.0,1.0,1.0,0.0,0.0,0.7,0.3955,True,False,False,False,B1候B2,86.4,2.33,78.21,True,285.7,专精特新/小米概念/融资融券,,True,B1
300852,,89.36,28,"vol_shrink(+0.36), j_low(+0.29), pct_calm(+0.26)",,"vol_shrink(+0.36), j_low(+0.29), pct_calm(+0.26)",1.0,1.0,0.5599,1.0,1.0,0.7011,0.3499,0.3,1.0,1.0,0.0,0.5,0.7,0.4281,True,False,False,False,B1候B2,59.24,2.65,56.52,True,9179.6,,,True,B1
300283,,89.3,29,"vol_shrink(+0.55), pct_calm(+0.26), ml_score(+0.19)",电器行业,"vol_shrink(+0.55), pct_calm(+0.26), ml_score(+0.19)",0.7304,1.0,0.4758,1.0,1.0,0.8382,0.4062,0.0,1.0,1.0,1.0,0.0,0.7,0.4756,True,False,False,False,B1候B2,18.0,2.56,17.51,True,66.1,专精特新/光伏概念/智能电网,17.5,True,B1
000776,,88.48,30,"amplitude(+0.43), j_low(+0.26), pct_calm(+0.26)",金融行业,"amplitude(+0.43), j_low(+0.26), pct_calm(+0.26)",0.9411,1.0,0.7116,1.0,1.0,0.4939,0.4835,0.6,0.9494,1.0,0.0,0.5,1.0,0.4265,True,False,False,False,B1候B2,22.52,2.55,21.45,True,1329.6,含H股/信托重仓/基金重仓,39.0,True,B1+周线金叉
301382,,88.27,31,"amplitude(+0.41), vol_shrink(+0.33), pct_calm(+0.26)",,"amplitude(+0.41), vol_shrink(+0.33), pct_calm(+0.26)",0.8422,1.0,0.6972,0.7134,1.0,0.6738,0.4802,0.0,0.727,1.0,1.0,0.5,0.0,0.3067,True,False,False,False,B1候B2,42.38,0.78,42.12,True,7482.5,鸿蒙概念/华为概念/物联网,,True,B1
300005,,87.59,32,"j_low(+0.29), amplitude(+0.28), vol_shrink(+0.28)",服装鞋类,"j_low(+0.29), amplitude(+0.28), vol_shrink(+0.28)",1.0,1.0,0.6293,1.0,1.0,0.6384,0.5026,0.6,1.0,1.0,0.0,0.5,0.7,0.3588,True,False,False,False,B1候B2,20.8,0.58,18.37,True,182.3,业绩预升/社保重仓/QFII重仓,27.7,True,B1
300497,,87.58,33,"j_low(+0.29), pct_calm(+0.26), ml_score(+0.26)",,"j_low(+0.29), pct_calm(+0.26), ml_score(+0.26)",1.0,1.0,0.5346,1.0,1.0,0.5767,0.4889,0.3,0.7749,1.0,0.0,0.5,0.0,0.5232,True,False,False,False,B1候B2,18.96,1.83,18.93,True,8650.7,创新药/氟化工概念/肝炎概念,,True,B1
003036,,87.5,34,"vol_shrink(+0.58), pct_calm(+0.26), j_low(+0.20)",,"vol_shrink(+0.58), pct_calm(+0.26), j_low(+0.20)",0.7831,1.0,0.4833,1.0,1.0,0.8596,0.466,0.0,1.0,1.0,0.0,0.0,0.7,0.3901,True,False,False,False,B1候B2,80.43,2.19,69.96,True,17395.3,参股银行/锂电池概念/高端装备,,True,B1
688059,,87.12,35,"j_low(+0.29), pct_calm(+0.26), ml_score(+0.26)",,"j_low(+0.29), pct_calm(+0.26), ml_score(+0.26)",0.9991,1.0,0.5712,1.0,1.0,0.5151,0.4951,0.3,0.9867,1.0,0.0,0.0,0.7,0.5234,True,False,False,False,B2确认,173.4,2.23,170.87,True,16226.5,,,True,B1
688665,,87.09,36,"vol_shrink(+0.30), pct_calm(+0.26), j_low(+0.26)",,"vol_shrink(+0.30), pct_calm(+0.26), j_low(+0.26)",0.9324,1.0,0.5658,1.0,1.0,0.6497,0.3227,0.6,0.6703,1.0,0.0,0.5,0.7,0.4286,True,False,False,False,B1候B2,56.32,2.18,55.78,True,5699.2,PM2.5,,True,B1
300077,,86.44,37,"amplitude(+0.32), vol_shrink(+0.30), pct_calm(+0.26)",电子器件,"amplitude(+0.32), vol_shrink(+0.30), pct_calm(+0.26)",0.7609,1.0,0.6477,1.0,1.0,0.6511,0.2748,0.3,1.0,0.0,0.0,0.5,0.7,0.3611,True,False,False,False,B1候B2,27.65,2.18,25.46,True,156.6,5G概念/电子支付/业绩预降,46.5,True,B1
002668,,86.06,38,"amplitude(+0.66), pct_calm(+0.26), j_low(+0.16)",家电行业,"amplitude(+0.66), pct_calm(+0.26), j_low(+0.16)",0.6925,1.0,0.8414,0.8915,1.0,0.5122,0.4285,0.9,0.9227,0.0,1.0,0.5,0.7,0.2654,True,False,False,False,B1候B2,10.57,0.57,10.08,True,11459.1,跨境电商,30.5,True,B1
605589,,85.76,39,"vol_shrink(+0.30), pct_calm(+0.26), amplitude(+0.22)",,"vol_shrink(+0.30), pct_calm(+0.26), amplitude(+0.22)",0.7417,1.0,0.5923,1.0,1.0,0.6553,0.4641,0.0,1.0,1.0,0.0,0.0,0.7,0.4104,True,False,False,False,B1候B2,55.31,2.5,53.69,True,46659.5,丙烯酸/超级电容/代糖概念,,True,B1
688456,,85.42,40,"vol_shrink(+0.42), pct_calm(+0.26), j_low(+0.23)",,"vol_shrink(+0.42), pct_calm(+0.26), j_low(+0.23)",0.8565,1.0,0.432,1.0,1.0,0.74,0.5142,0.6,0.9968,1.0,1.0,0.0,0.7,0.4847,True,False,False,False,B1候B2,112.41,2.21,108.95,True,11652.4,军民融合/卫星导航/BC电池,,True,B1
688345,,84.88,41,"vol_shrink(+0.28), pct_calm(+0.26), j_low(+0.22)",,"vol_shrink(+0.28), pct_calm(+0.26), j_low(+0.22)",0.8337,1.0,0.5537,1.0,1.0,0.6382,0.3408,0.3,0.8254,1.0,0.0,0.5,0.7,0.4248,True,False,False,False,B1候B2,53.08,-0.47,52.59,True,5308.0,两轮车,,True,B1
300607,,84.74,42,"j_low(+0.29), pct_calm(+0.26), amplitude(+0.25)",,"j_low(+0.29), pct_calm(+0.26), amplitude(+0.25)",1.0,1.0,0.611,1.0,1.0,0.5307,0.4313,0.3,1.0,1.0,0.0,1.0,0.7,0.4049,True,False,False,False,B1候B2,38.82,1.57,36.51,True,13265.9,阿里巴巴概念/宁德时代概念/飞行汽车(eVTOL),,True,B1
002971,,83.09,43,"vol_shrink(+0.32), j_low(+0.29), pct_calm(+0.26)",,"vol_shrink(+0.32), j_low(+0.29), pct_calm(+0.26)",1.0,1.0,0.4581,1.0,1.0,0.6684,0.5957,0.3,1.0,1.0,0.0,0.5,0.7,0.4223,True,False,False,False,B1候B2,58.76,2.49,52.0,True,9190.1,氢能源/氟化工概念/燃料电池,,True,B1
300401,,82.96,44,"j_low(+0.29), pct_calm(+0.26), ml_score(+0.17)",食品行业,"j_low(+0.29), pct_calm(+0.26), ml_score(+0.17)",1.0,1.0,0.5461,1.0,1.0,0.4999,0.4669,0.3,0.7748,1.0,0.0,0.5,1.0,0.4643,True,False,False,False,B1候B2,17.14,-1.1,16.92,True,9168.2,专精特新/维生素/仿制药一致性评价,27.9,True,B1+周线金叉
000782,,82.94,45,"amplitude(+0.41), pct_calm(+0.26), vol_shrink(+0.22)",化纤行业,"amplitude(+0.41), pct_calm(+0.26), vol_shrink(+0.22)",0.6212,1.0,0.699,1.0,0.8974,0.5955,0.5416,0.0,0.9258,1.0,1.0,0.5,0.7,0.3012,True,False,False,False,B1候B2,7.6,0.93,7.41,True,40.1,业绩预降/参股金融,16.4,True,B1
301511,,82.68,46,"pct_calm(+0.26), vol_shrink(+0.23), j_low(+0.23)",,"pct_calm(+0.26), vol_shrink(+0.23), j_low(+0.23)",0.8516,1.0,0.4686,1.0,1.0,0.6046,0.5471,0.0,1.0,1.0,0.0,0.0,0.7,0.4952,True,False,False,False,B1候B2,120.99,2.39,117.58,True,45317.7,,,True,B1
002972,,82.66,47,"pct_calm(+0.26), j_low(+0.26), vol_shrink(+0.19)",,"pct_calm(+0.26), j_low(+0.26), vol_shrink(+0.19)",0.9289,1.0,0.5669,1.0,1.0,0.5689,0.9843,0.6,1.0,1.0,0.0,0.5,0.7,0.3907,True,False,False,False,B1候B2,17.19,2.44,15.34,True,2314.6,专精特新/传感器/高铁,,True,B1
301548,,82.01,48,"vol_shrink(+0.31), pct_calm(+0.26), amplitude(+0.23)",,"vol_shrink(+0.31), pct_calm(+0.26), amplitude(+0.23)",0.6916,1.0,0.5965,0.8844,1.0,0.6595,0.3702,0.3,0.8526,1.0,1.0,0.5,0.7,0.3234,True,False,False,False,B1候B2,84.34,2.09,83.79,True,2373.4,抽水蓄能/PEEK材料/生物质能发电,,True,B1
300433,,81.86,49,"pct_calm(+0.26), vol_shrink(+0.19), ml_score(+0.18)",电子器件,"pct_calm(+0.26), vol_shrink(+0.19), ml_score(+0.18)",0.7228,1.0,0.528,1.0,1.0,0.569,0.4177,0.0,1.0,1.0,0.0,0.5,1.0,0.471,True,False,False,False,B1候B2,46.73,1.48,44.31,True,232234.1,光伏概念/无线耳机/小米概念,46.5,True,B1+周线金叉
601198,,81.61,50,"amplitude(+0.65), pct_calm(+0.26), j_low(-0.11)",金融行业,"amplitude(+0.65), pct_calm(+0.26), j_low(-0.11)",0.0,1.0,0.8355,0.6124,1.0,0.5025,0.3925,0.3,0.9891,0.0,0.0,1.0,1.0,0.3545,False,False,True,False,无明确战法态,14.02,1.74,13.34,True,45318.9,互联网金融/期货概念/化债概念(AMC概念),39.0,True,知行超短+周线金叉
