symbol,name,score,rank,top_factors,sector,reason,j_low,pct_calm,amplitude,trend_gap,dif,vol_shrink,yangyin,surge,ql_pos,bowl,washout_recover,ma_bull,weekly_cross,ml_score,sig_b1,sig_volume_b1,sig_zhixing,sig_needle,pattern_state,close,pct_change,yellow_line,above_yellow,float_mv_yi,concepts,sector_score,strict_signal,strategies
301568,,91.42,11,"vol_shrink(+0.52), j_low(+0.34), amplitude(+0.33)",,"vol_shrink(+0.52), j_low(+0.34), amplitude(+0.33)",1.0,1.0,0.6923,1.0,1.0,0.7819,0.6722,0.0,1.0,1.0,0.0,0.5,0.7,0.3915,True,False,False,False,B1候B2,101.42,-1.02,87.7,True,4845.6,多模态AI/福建自贸区/光刻机,,True,B1
600234,,91.02,12,"vol_shrink(+0.58), j_low(+0.34), pct_calm(+0.23)",传媒娱乐,"vol_shrink(+0.58), j_low(+0.34), pct_calm(+0.23)",1.0,1.0,0.622,1.0,1.0,0.8279,0.2684,0.0,1.0,1.0,0.0,0.5,0.7,0.4217,True,False,False,False,B1候B2,26.03,2.48,24.79,True,6833.4,抖音概念(字节概念)/算力租赁/文化传媒概念,29.0,True,B1
300747,,90.67,13,"vol_shrink(+0.54), j_low(+0.34), pct_calm(+0.23)",,"vol_shrink(+0.54), j_low(+0.34), pct_calm(+0.23)",1.0,1.0,0.6331,1.0,1.0,0.8009,0.2772,0.3,0.9243,1.0,0.0,0.5,0.7,0.4223,True,False,False,False,B1候B2,45.36,-2.09,44.88,True,23676.9,BC电池/数字水印/TOPCON电池,,True,B1
300491,,90.55,14,"vol_shrink(+0.44), amplitude(+0.39), j_low(+0.34)",,"vol_shrink(+0.44), amplitude(+0.39), j_low(+0.34)",1.0,1.0,0.7282,1.0,1.0,0.7207,0.4153,0.3,1.0,1.0,0.0,0.5,0.7,0.3794,True,False,False,False,B1候B2,34.17,-0.5,32.58,True,5398.4,雄安新区/高压快充/换电概念,,True,B1
003031,,90.26,15,"vol_shrink(+0.55), j_low(+0.34), pct_calm(+0.23)",,"vol_shrink(+0.55), j_low(+0.34), pct_calm(+0.23)",1.0,1.0,0.6244,1.0,1.0,0.8023,0.2794,0.0,1.0,1.0,0.0,0.5,0.7,0.4204,True,False,False,False,B1候B2,156.98,-1.52,148.26,True,53397.8,光刻机,,True,B1
002975,,90.17,16,"vol_shrink(+0.60), j_low(+0.34), pct_calm(+0.23)",,"vol_shrink(+0.60), j_low(+0.34), pct_calm(+0.23)",1.0,1.0,0.5958,1.0,1.0,0.8441,0.206,0.0,1.0,1.0,0.0,0.5,0.7,0.4155,True,False,False,False,B1候B2,122.4,-1.04,119.45,True,16812.1,无线耳机/阿里巴巴概念/高端装备,,True,B1
301626,,90.0,17,"vol_shrink(+0.39), amplitude(+0.37), j_low(+0.33)",,"vol_shrink(+0.39), amplitude(+0.37), j_low(+0.33)",0.9836,1.0,0.7159,1.0,1.0,0.6844,0.3469,0.0,1.0,1.0,0.0,1.0,0.7,0.4131,True,False,False,False,B1候B2,321.0,-2.22,305.64,True,16890.7,汽车热管理,,True,B1
688256,,89.58,18,"vol_shrink(+0.42), j_low(+0.33), amplitude(+0.25)",,"vol_shrink(+0.42), j_low(+0.33), amplitude(+0.25)",0.9906,1.0,0.6501,1.0,1.0,0.705,0.3089,0.0,1.0,1.0,0.0,1.0,0.7,0.4566,True,False,False,False,B1候B2,1353.0,-1.38,1254.97,True,850080.4,国产操作系统,,True,B1
002903,,89.38,19,"vol_shrink(+0.48), amplitude(+0.27), j_low(+0.25)",,"vol_shrink(+0.48), amplitude(+0.27), j_low(+0.25)",0.7926,1.0,0.6588,1.0,0.5577,0.7514,0.2341,0.3,0.9378,1.0,0.0,0.0,0.7,0.4561,True,False,False,False,B1候B2,43.28,2.08,42.77,True,46.2,专精特新/工业母机/减速器,,True,B1
688981,,89.01,20,"vol_shrink(+0.40), amplitude(+0.36), j_low(+0.33)",,"vol_shrink(+0.40), amplitude(+0.36), j_low(+0.33)",0.99,1.0,0.7108,1.0,1.0,0.6922,0.3142,0.0,1.0,1.0,0.0,1.0,0.7,0.385,True,False,False,False,B1候B2,140.31,-2.63,132.95,True,280558.6,国家大基金持股/上海自贸区/同花顺漂亮100,,True,B1
301448,,89.0,21,"vol_shrink(+0.44), amplitude(+0.35), j_low(+0.27)",,"vol_shrink(+0.44), amplitude(+0.35), j_low(+0.27)",0.8418,1.0,0.7056,0.9855,1.0,0.7202,0.6775,0.3,1.0,0.0,0.0,0.5,1.0,0.4066,True,False,False,False,B1候B2,44.5,1.3,41.2,True,2148.6,,,True,B1+周线金叉
600105,,88.7,22,"vol_shrink(+0.47), j_low(+0.34), pct_calm(+0.23)",电子信息,"vol_shrink(+0.47), j_low(+0.34), pct_calm(+0.23)",1.0,1.0,0.6371,1.0,1.0,0.7426,0.5098,0.0,1.0,1.0,0.0,0.5,0.7,0.4147,True,False,False,False,B1候B2,54.53,-2.99,52.17,True,797.2,专精特新/5G概念/海工装备,32.2,True,B1
002346,,88.56,23,"vol_shrink(+0.44), j_low(+0.33), amplitude(+0.30)",水泥行业,"vol_shrink(+0.44), j_low(+0.33), amplitude(+0.30)",0.9744,1.0,0.6791,0.62,1.0,0.7207,0.2316,0.3,0.8891,0.0,0.0,0.5,1.0,0.3891,True,False,False,False,B1候B2,20.2,0.25,19.8,True,79.2,参股银行,35.7,True,B1+周线金叉
600522,,87.98,24,"vol_shrink(+0.41), j_low(+0.34), amplitude(+0.32)",电子信息,"vol_shrink(+0.41), j_low(+0.34), amplitude(+0.32)",1.0,1.0,0.6911,1.0,1.0,0.6969,0.5686,0.0,1.0,1.0,0.0,0.5,0.7,0.3736,True,False,False,False,B1候B2,50.22,-2.64,46.89,True,171398.3,碳中和/光伏/5G概念,32.2,True,B1
688045,,87.83,25,"vol_shrink(+0.39), j_low(+0.29), amplitude(+0.28)",,"vol_shrink(+0.39), j_low(+0.29), amplitude(+0.28)",0.8912,1.0,0.6689,1.0,1.0,0.6821,0.3608,0.0,1.0,1.0,0.0,0.5,0.7,0.4356,True,False,False,False,B1候B2,73.5,-2.65,68.25,True,5187.4,专精特新,,True,B1
002297,,87.52,26,"vol_shrink(+0.58), j_low(+0.34), pct_calm(+0.23)",其它行业,"vol_shrink(+0.58), j_low(+0.34), pct_calm(+0.23)",1.0,1.0,0.5582,1.0,1.0,0.8317,0.5411,0.3,1.0,1.0,0.0,0.5,0.7,0.3988,True,False,False,False,B1候B2,27.58,-2.27,23.82,True,158.1,大飞机/国防军工/军民融合,37.8,True,B1
002851,,87.16,27,"vol_shrink(+0.38), j_low(+0.34), pct_calm(+0.23)",,"vol_shrink(+0.38), j_low(+0.34), pct_calm(+0.23)",1.0,1.0,0.6199,1.0,1.0,0.6787,0.4171,0.6,1.0,1.0,0.0,0.5,0.7,0.4466,True,False,False,False,B1候B2,147.62,0.44,144.82,True,676.2,光伏/光伏概念/小米概念,,True,B1
688182,,86.81,28,"vol_shrink(+0.43), amplitude(+0.32), pct_calm(+0.23)",,"vol_shrink(+0.43), amplitude(+0.32), pct_calm(+0.23)",0.7283,1.0,0.6915,1.0,1.0,0.7124,0.2464,0.3,1.0,1.0,0.0,0.5,0.7,0.4021,True,False,False,False,B1候B2,40.14,-2.74,37.59,True,16056.0,智能电网/国家大基金持股/WiFi 6,,True,B1
000960,,86.57,29,"amplitude(+0.35), j_low(+0.33), vol_shrink(+0.32)",有色金属,"amplitude(+0.35), j_low(+0.33), vol_shrink(+0.32)",0.9813,1.0,0.7072,0.965,1.0,0.6268,0.2614,0.0,0.9862,1.0,0.0,0.5,0.7,0.3818,True,False,False,False,B1候B2,40.48,-1.77,40.07,True,66607.1,稀缺资源/保险重仓/信托重仓,36.0,True,B1
600500,,86.51,30,"vol_shrink(+0.41), j_low(+0.33), pct_calm(+0.23)",物资外贸,"vol_shrink(+0.41), j_low(+0.33), pct_calm(+0.23)",0.9771,1.0,0.6272,1.0,1.0,0.6991,0.3624,0.3,1.0,1.0,0.0,0.5,0.7,0.4109,True,False,False,False,B1候B2,7.36,-2.0,6.69,True,26409.9,油气改革/整体上市/金融参股,29.8,True,B1
688107,,86.29,31,"vol_shrink(+0.36), amplitude(+0.34), j_low(+0.24)",,"vol_shrink(+0.36), amplitude(+0.34), j_low(+0.24)",0.7666,1.0,0.7008,1.0,1.0,0.6636,0.2326,0.3,0.9236,1.0,0.0,0.5,0.7,0.4084,True,False,False,False,B1候B2,40.22,-2.97,39.76,True,16122.2,汽车电子/国家大基金持股/F5G概念,,True,B1
000988,,86.21,32,"vol_shrink(+0.45), j_low(+0.32), pct_calm(+0.23)",仪器仪表,"vol_shrink(+0.45), j_low(+0.32), pct_calm(+0.23)",0.9578,1.0,0.5749,1.0,1.0,0.7264,0.3939,0.0,1.0,1.0,0.0,1.0,0.7,0.444,True,False,False,False,B1候B2,153.95,-1.44,149.26,True,1547.2,氢能源/百度概念/乡村振兴,34.2,True,B1
002806,,85.85,33,"vol_shrink(+0.46), j_low(+0.34), pct_calm(+0.23)",,"vol_shrink(+0.46), j_low(+0.34), pct_calm(+0.23)",1.0,1.0,0.5551,1.0,1.0,0.7335,0.2351,0.3,0.9868,1.0,0.0,0.5,0.7,0.4397,True,False,False,False,B1候B2,18.33,-0.54,17.86,True,31.9,超级电容/高压快充/汽车热管理,,True,B1
300656,,85.81,34,"vol_shrink(+0.39), j_low(+0.34), pct_calm(+0.23)",,"vol_shrink(+0.39), j_low(+0.34), pct_calm(+0.23)",1.0,1.0,0.624,1.0,1.0,0.6799,0.2964,0.3,0.9728,1.0,0.0,0.5,0.7,0.406,True,False,False,False,B1候B2,34.0,-2.66,33.18,True,4518.5,电子身份证,,True,B1
688379,,85.5,35,"vol_shrink(+0.58), pct_calm(+0.23), j_low(+0.21)",,"vol_shrink(+0.58), pct_calm(+0.23), j_low(+0.21)",0.6903,1.0,0.5687,1.0,1.0,0.8303,0.3171,0.3,1.0,1.0,0.0,0.5,0.7,0.418,True,False,False,False,B1候B2,79.44,0.18,75.19,True,7156.4,共同富裕示范区,,True,B1
688668,,85.36,36,"vol_shrink(+0.38), j_low(+0.33), pct_calm(+0.23)",,"vol_shrink(+0.38), j_low(+0.33), pct_calm(+0.23)",0.9906,1.0,0.5764,1.0,1.0,0.679,0.3635,0.0,1.0,1.0,0.0,0.0,0.7,0.4506,True,False,False,False,B1候B2,322.83,0.56,316.6,True,44960.7,铜缆高速连接,,True,B1
300302,,85.11,37,"vol_shrink(+0.56), j_low(+0.34), pct_calm(+0.23)",电子信息,"vol_shrink(+0.56), j_low(+0.34), pct_calm(+0.23)",1.0,1.0,0.4892,1.0,1.0,0.8096,0.2794,0.3,1.0,1.0,0.0,0.5,0.7,0.4313,True,False,False,False,B1候B2,45.17,-0.26,43.63,True,16659.3,专精特新/国防军工/军工航天,32.2,True,B1
603115,,84.91,38,"vol_shrink(+0.53), j_low(+0.34), pct_calm(+0.23)",,"vol_shrink(+0.53), j_low(+0.34), pct_calm(+0.23)",1.0,1.0,0.4752,1.0,1.0,0.7894,0.1206,0.0,1.0,1.0,0.0,0.5,0.7,0.4583,True,False,False,False,B1候B2,107.0,-0.9,92.14,True,25882.3,专精特新/汽车电子/储能,,True,B1
002428,,84.74,39,"vol_shrink(+0.51), j_low(+0.34), pct_calm(+0.23)",有色金属,"vol_shrink(+0.51), j_low(+0.34), pct_calm(+0.23)",1.0,1.0,0.5385,1.0,1.0,0.7714,0.4348,0.3,1.0,1.0,0.0,0.5,0.7,0.3981,True,False,False,False,B1候B2,105.07,-1.7,91.04,True,686.1,光伏/国防军工/军工航天,36.0,True,B1
603773,,84.66,40,"vol_shrink(+0.44), j_low(+0.34), pct_calm(+0.23)",,"vol_shrink(+0.44), j_low(+0.34), pct_calm(+0.23)",1.0,1.0,0.5114,1.0,1.0,0.7187,0.4569,0.6,1.0,1.0,0.0,0.5,0.7,0.4696,True,False,False,False,B1候B2,137.1,-0.52,118.55,True,30800.7,华为概念/小米概念/卫星导航,,True,B1
605589,,84.57,41,"vol_shrink(+0.35), j_low(+0.34), pct_calm(+0.23)",,"vol_shrink(+0.35), j_low(+0.34), pct_calm(+0.23)",1.0,1.0,0.5594,1.0,1.0,0.6526,0.3733,0.0,1.0,1.0,0.0,0.5,0.7,0.4682,True,False,False,False,B1候B2,55.7,-2.88,53.53,True,46988.5,丙烯酸/超级电容/代糖概念,,True,B1
301021,,84.55,42,"vol_shrink(+0.49), j_low(+0.34), pct_calm(+0.23)",,"vol_shrink(+0.49), j_low(+0.34), pct_calm(+0.23)",1.0,1.0,0.4882,1.0,1.0,0.76,0.3976,0.0,1.0,1.0,0.0,0.5,0.7,0.4587,True,False,False,False,B1候B2,103.41,-2.47,95.44,True,157.9,光伏概念/BC电池/第三代半导体,,True,B1
688536,,84.39,43,"vol_shrink(+0.46), j_low(+0.27), pct_calm(+0.23)",,"vol_shrink(+0.46), j_low(+0.27), pct_calm(+0.23)",0.8293,1.0,0.5323,1.0,1.0,0.7371,0.42,0.3,1.0,1.0,0.0,0.5,0.7,0.4694,True,False,False,False,B1候B2,332.12,-0.56,295.13,True,450.5,,,True,B1
301377,,83.85,44,"j_low(+0.34), vol_shrink(+0.28), amplitude(+0.24)",,"j_low(+0.34), vol_shrink(+0.28), amplitude(+0.24)",1.0,1.0,0.6456,1.0,1.0,0.5998,0.5209,0.0,1.0,1.0,0.0,0.5,0.7,0.3972,True,False,False,False,B1候B2,518.04,-2.44,423.49,True,36793.3,高端装备/工业母机/机器视觉,,True,B1
688485,,83.45,45,"vol_shrink(+0.61), j_low(+0.24), pct_calm(+0.23)",,"vol_shrink(+0.61), j_low(+0.24), pct_calm(+0.23)",0.758,1.0,0.5499,1.0,1.0,0.8546,0.3346,0.3,1.0,1.0,0.0,0.5,0.7,0.3477,True,False,False,False,B1候B2,60.66,-1.56,53.91,True,5384.1,,,True,B1
603124,,83.43,46,"j_low(+0.34), amplitude(+0.32), pct_calm(+0.23)",,"j_low(+0.34), amplitude(+0.32), pct_calm(+0.23)",1.0,1.0,0.6918,1.0,1.0,0.5567,0.5511,0.0,1.0,1.0,0.0,0.5,0.7,0.3703,True,False,False,False,B1候B2,172.63,-0.12,157.63,True,13397.6,,,True,B1
002718,,83.38,47,"vol_shrink(+0.35), amplitude(+0.29), pct_calm(+0.23)",家具行业,"vol_shrink(+0.35), amplitude(+0.29), pct_calm(+0.23)",0.6602,1.0,0.6697,1.0,1.0,0.6561,0.6256,0.0,1.0,0.0,0.0,0.5,0.7,0.4019,True,False,True,False,B1候B2,110.99,1.83,94.62,True,10430.9,网红经济,39.0,True,B1+知行超短
603011,,82.66,48,"vol_shrink(+0.48), j_low(+0.24), pct_calm(+0.23)",机械行业,"vol_shrink(+0.48), j_low(+0.24), pct_calm(+0.23)",0.7588,1.0,0.6091,1.0,1.0,0.7506,0.5577,0.6,1.0,1.0,0.0,0.5,1.0,0.3467,True,False,False,False,B1候B2,31.45,-2.42,29.26,True,15549.3,氢能源/海工装备/食品安全,36.7,True,B1+周线金叉
301086,,82.35,49,"j_low(+0.34), vol_shrink(+0.26), pct_calm(+0.23)",,"j_low(+0.34), vol_shrink(+0.26), pct_calm(+0.23)",1.0,1.0,0.5961,1.0,1.0,0.5847,0.3196,0.3,1.0,1.0,0.0,0.5,0.0,0.4256,True,False,False,False,B1候B2,188.6,0.68,185.76,True,8904.2,专精特新/工业母机/苹果概念,,True,B1
300438,,82.11,50,"vol_shrink(+0.41), j_low(+0.25), pct_calm(+0.23)",电器行业,"vol_shrink(+0.41), j_low(+0.25), pct_calm(+0.23)",0.7878,1.0,0.6069,1.0,0.9246,0.6972,0.2607,0.0,1.0,1.0,0.0,0.5,0.7,0.3711,True,False,False,False,B1候B2,76.52,-2.76,75.09,True,30926.6,钠电池/固态电池/无线耳机,33.2,True,B1
