symbol,name,j_low,pct_calm,amplitude,trend_gap,dif,vol_shrink,yangyin,surge,ql_pos,bowl,washout_recover,ma_bull,weekly_cross,ml_score,sig_b1,sig_volume_b1,sig_zhixing,sig_needle,close,pct_change,yellow_line,above_yellow,float_mv_yi,sector,concepts,sector_score
000001,,0.0,1.0,0.8734,0.504,0.9411,0.5768,0.2148,0.0,0.7074,0.0,0.0,1.0,0.0,0.3889,False,False,False,False,10.94,-1.08,10.72,True,2122.9,金融行业,融资融券/外资背景/本月解禁,38.4
000002,,0.7137,1.0,0.8509,0.0,0.0,0.6368,0.1604,0.3,0.0,0.0,0.0,0.0,0.0,0.4567,False,False,False,False,3.07,-1.92,3.66,False,298.3,房地产,含H股/融资融券/前海概念,29.6
000004,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2707,False,False,False,False,2.76,0.0,3.73,False,3.5,生物制药,深圳本地,24.5
000006,,0.1704,1.0,0.6362,0.1315,0.0,0.6089,0.1463,0.6,0.0,0.0,0.0,0.0,0.7,0.4789,False,False,False,False,7.93,0.63,9.04,False,107.1,房地产,前海概念/深圳本地,29.6
000007,,0.0,1.0,0.7965,0.403,1.0,0.8139,0.2183,0.3,1.0,0.0,0.0,1.0,0.0,0.2896,False,False,False,False,14.34,1.77,13.01,True,49.7,酒店旅游,稀缺资源/涉矿概念/业绩预降,27.5
000008,,0.0,1.0,0.8177,0.0763,0.0,0.7996,0.1811,0.3,0.1753,0.0,0.0,0.0,0.0,0.3983,False,False,False,False,2.54,-0.78,2.68,False,69.0,综合行业,业绩预升/深圳本地,20.3
000009,,0.0,1.0,0.7322,0.0,0.0,0.2317,0.1618,0.3,0.0,0.0,0.0,0.0,0.0,0.3799,False,False,False,False,7.08,1.58,7.96,False,182.4,房地产,三板精选/军民融合/低碳经济,29.6
000010,,0.8534,1.0,0.5912,0.0,0.0,0.0,0.3889,0.0,0.0,0.0,0.0,0.5,0.0,0.5658,False,False,False,False,2.1,-0.94,2.76,False,18.3,建筑建材,金融参股/深圳本地/股期概念,23.8
000011,,0.0,1.0,0.781,0.0,0.0,0.6738,0.3667,0.6,0.1529,0.0,0.0,0.5,0.0,0.3311,False,False,False,False,7.45,-2.1,7.81,False,39.2,房地产,含B股/前海概念/业绩预升,29.6
000012,,0.0,0.0,0.2376,0.3464,0.7368,0.6244,0.5899,0.6,0.8777,0.0,0.0,0.5,0.0,0.5558,False,False,False,False,4.52,9.98,4.27,True,88.6,玻璃行业,光伏/光伏概念/低碳经济,82.0
000014,,0.4887,1.0,0.8251,0.0,0.0,0.7589,0.1118,0.0,0.0,0.0,0.0,0.0,0.0,0.4278,False,False,False,False,10.1,-1.85,11.82,False,24.4,房地产,前海概念/深圳本地,29.6
000016,,0.4668,1.0,0.697,0.0,0.0,0.0,0.4672,0.0,0.0,0.0,0.0,0.0,1.0,0.4395,False,False,False,False,2.9,1.4,3.33,False,46.3,家电行业,含B股/前海概念/业绩预升,31.7
000017,,0.0,1.0,0.5761,0.0,0.0,0.169,0.1739,0.0,0.0,0.0,0.0,0.0,0.0,0.5466,False,False,False,False,5.27,1.54,5.97,False,23.2,,含B股/深圳本地,
000019,,0.0,1.0,0.856,0.0,0.0,0.869,0.1157,0.0,0.0,0.0,0.0,0.5,0.0,0.4811,False,False,False,False,6.36,-1.85,6.92,False,26.5,食品行业,含B股/深圳本地,28.5
000020,,0.0,1.0,0.6206,0.0,0.0,0.6746,0.2096,0.3,0.0,0.0,0.0,0.0,0.0,0.5078,False,False,False,False,12.2,2.09,13.59,False,22.1,电子器件,含B股/前海概念/业绩预降,74.0
000021,,0.0,0.9511,0.7298,1.0,1.0,0.4662,0.5531,0.3,1.0,0.0,1.0,0.5,1.0,0.2886,False,False,False,False,40.77,3.29,35.09,True,641.7,电子信息,华为概念/智能电网/融资融券,26.5
000025,,0.0,1.0,0.7007,0.1293,0.4624,0.0,0.2793,0.6,0.5512,0.0,0.0,1.0,0.0,0.3229,False,False,False,False,15.78,1.22,15.71,True,62.0,汽车制造,含B股/前海概念/深圳本地,25.0
000026,,0.5248,1.0,0.7838,1.0,0.968,0.8789,0.4694,0.0,0.9522,1.0,1.0,0.0,0.7,0.2765,False,False,False,False,20.76,0.48,19.96,True,75.7,商业百货,国防军工/军工航天/含B股,26.7
000027,,0.1437,1.0,0.5976,0.6969,0.5032,0.4723,0.596,0.0,0.6367,1.0,0.0,0.0,1.0,0.3372,False,False,False,False,7.33,0.55,7.32,True,348.7,电力行业,碳中和/光伏/碳交易,65.3
000028,,0.0,1.0,0.886,0.1011,0.0,0.8299,0.1135,0.0,0.0905,0.0,0.0,0.0,0.0,0.3315,False,False,False,False,22.51,-1.32,23.99,False,107.6,商业百货,仿制药/含B股/抗癌,26.7
000029,,0.0,0.0,0.3044,0.927,1.0,0.5113,0.2827,0.6,1.0,0.0,1.0,0.5,1.0,0.4921,False,False,True,False,27.62,10.0,23.74,True,246.3,房地产,含B股/业绩预降/深圳本地,29.6
000030,,0.5491,1.0,0.7108,0.0,0.0,0.636,0.1413,0.3,0.0,0.0,0.0,0.0,0.0,0.4555,False,False,False,False,4.38,0.0,4.82,False,73.2,汽车制造,含B股/汽车电子/深圳本地,25.0
000031,,0.8769,1.0,0.7541,0.0,0.0,0.4752,0.1938,0.3,0.0,0.0,0.0,0.0,0.0,0.5179,False,False,False,False,2.39,-2.05,2.78,False,102.4,房地产,前海概念/业绩预升/整体上市,29.6
000032,,0.0,0.0,0.3913,0.0699,1.0,0.0,0.8068,0.9,1.0,0.0,0.0,0.5,0.0,0.4553,False,False,False,False,22.89,10.0,18.09,True,260.5,电子信息,碳中和/电子支付/前海概念,26.5
000034,,0.0,0.0,0.2463,0.0,0.0,0.1267,0.2107,0.6,0.0,0.0,1.0,0.0,1.0,0.6595,False,False,False,False,26.47,10.02,30.58,False,224.8,煤炭行业,华为概念/深圳本地,44.3
000035,,0.5721,1.0,0.68,0.0,0.0,0.56,0.1053,0.0,0.0,0.0,0.0,0.0,0.0,0.4825,False,False,False,False,5.11,2.2,6.01,False,118.2,电子信息,垃圾分类/深圳本地,26.5
000036,,0.0,1.0,0.796,0.2248,0.0,0.8489,0.3062,0.3,0.4517,0.0,0.0,0.5,1.0,0.3234,False,False,False,False,5.15,-1.53,5.34,False,72.3,房地产,前海概念/业绩预降/深圳本地,29.6
000037,,0.0,0.94,0.6758,0.7644,1.0,0.3632,0.2559,0.6,1.0,0.0,0.0,1.0,0.7,0.3926,False,False,True,False,11.69,3.36,10.86,True,39.6,电力行业,ST板块/含B股/深圳本地,65.3
000039,,0.3656,1.0,0.7234,0.0,0.0,0.7692,0.1248,0.0,0.0,0.0,0.0,0.0,0.0,0.6089,False,False,False,False,9.16,-2.55,10.72,False,210.8,机械行业,含H股/融资融券/海工装备,29.0
000042,,0.0181,1.0,0.7433,0.7032,0.1247,0.786,0.2426,0.0,0.6273,0.0,1.0,0.0,0.7,0.29,False,False,False,False,9.4,0.53,9.45,False,62.4,房地产,前海概念/深圳本地,29.6
000045,,0.0,1.0,0.7431,0.065,0.0,0.7597,0.3433,0.0,0.1044,0.0,0.0,0.0,0.0,0.3451,False,False,False,False,11.06,1.47,11.78,False,50.5,纺织行业,含B股/深圳本地,26.5
000048,,0.0,0.0,0.0,0.3112,1.0,0.0226,0.3106,0.3,1.0,0.0,1.0,1.0,0.0,0.4399,False,False,False,False,19.11,10.02,15.8,True,101.1,农林牧渔,猪肉/业绩预升/深圳本地,26.1
000049,,0.0,0.8489,0.7424,0.0861,0.0,0.6838,0.1368,0.0,0.2067,0.0,0.0,0.0,0.0,0.534,False,False,False,False,24.47,3.91,25.73,False,94.1,电器行业,无线耳机/锂电池/信托重仓,28.3
000050,,0.0722,0.7453,0.4801,0.283,0.6416,0.239,0.5014,0.3,0.613,0.0,1.0,0.5,0.0,0.4578,False,False,False,False,8.31,4.53,8.17,True,202.4,电子器件,小米概念/国防军工/军工航天,74.0
000055,,0.0,1.0,0.8429,0.4574,0.9855,0.5702,0.1525,0.3,0.5875,0.0,0.0,1.0,0.0,0.3533,False,False,False,False,3.74,-2.09,3.72,True,25.3,建筑建材,光伏/光伏概念/含B股,23.8
000056,,0.1033,0.9475,0.558,0.1105,1.0,0.6059,0.5109,0.3,0.421,0.0,0.0,0.5,0.0,0.4766,False,False,False,False,1.75,-3.31,1.74,True,15.8,房地产,含B股/深圳本地,29.6
000058,,0.0893,1.0,0.8258,0.0,0.0,0.6773,0.1991,0.6,0.0,0.0,0.0,0.0,0.0,0.4745,False,False,False,False,6.84,-0.73,7.65,False,67.4,电子器件,光伏/光伏概念/含B股,74.0
000059,,0.3832,1.0,0.5137,0.0,0.0,0.4445,0.1026,0.0,0.0,0.0,0.0,0.0,0.0,0.3408,False,False,False,False,4.36,2.59,4.89,False,69.7,石油行业,国防军工/军民融合/军工航天,22.2
000060,,0.0,1.0,0.7222,0.7804,1.0,0.4857,0.365,0.0,1.0,0.0,0.0,0.5,1.0,0.4131,False,False,False,False,8.02,1.26,7.3,True,356.2,有色金属,稀缺资源/融资融券/金融参股,62.0
000061,,0.0,1.0,0.8697,0.0,0.0,0.716,0.138,0.3,0.0,0.0,0.0,0.0,0.0,0.4335,False,False,False,False,6.06,-1.3,6.98,False,108.7,农林牧渔,融资融券/金融改革/食品安全,26.1
000062,,0.2082,1.0,0.835,0.811,0.0,0.7961,0.2411,0.3,0.7182,1.0,1.0,0.0,0.7,0.2574,False,False,False,False,31.21,0.29,30.99,True,326.1,商业百货,互联金融/业绩预升/分拆上市,26.7
000063,,0.2269,1.0,0.6543,0.5874,0.9113,0.3491,0.2835,0.3,0.8011,0.0,1.0,0.5,1.0,0.2613,False,False,True,False,38.0,2.1,36.92,True,1530.5,电子信息,5G概念/含H股/融资融券,26.5
000065,,0.0,1.0,0.5115,0.103,0.0,0.2585,0.2739,0.0,0.4972,0.0,0.0,0.0,0.0,0.4402,False,False,False,False,12.49,0.56,12.64,False,121.8,建筑建材,光伏概念/国防军工/军工航天,23.8
000066,,0.0893,1.0,0.6953,0.4373,0.0,0.8208,0.1095,0.0,0.2466,0.0,1.0,0.0,1.0,0.4419,False,False,False,False,16.6,2.53,17.71,False,535.4,电子信息,光伏/钠电池/光伏概念,26.5
000068,,0.656,1.0,0.7263,0.6,1.0,0.426,0.192,0.3,0.7228,0.0,0.0,0.5,0.0,0.3222,True,False,False,False,3.42,0.29,3.36,True,34.4,电子器件,深圳本地,74.0
000069,,0.681,1.0,0.8551,0.0,0.0,0.711,0.2178,0.3,0.0,0.0,0.0,0.0,0.0,0.4748,False,False,False,False,1.82,-1.09,2.08,False,125.6,酒店旅游,融资融券/前海概念/业绩预升,27.5
000070,,0.0,0.8975,0.6881,0.6368,0.3527,0.3149,0.3864,0.6,1.0,0.0,1.0,0.5,0.7,0.2476,False,False,False,False,19.49,3.62,18.18,True,167.0,电子信息,国防军工/军工航天/宽带提速,26.5
000078,,0.4299,1.0,0.7101,0.0,0.0,0.0,0.3381,0.0,0.0,0.0,0.0,0.0,0.0,0.482,False,False,False,False,1.59,-1.24,2.32,False,41.7,生物制药,生物疫苗/抗癌/超级细菌,24.5
000088,,0.0,1.0,0.8947,0.3238,0.0958,0.6512,0.1727,0.3,0.3967,0.0,0.0,0.0,0.0,0.3523,False,False,False,False,4.36,-1.58,4.47,False,137.9,交通运输,海上丝路/深圳本地,28.9
000089,,0.0,1.0,0.8875,0.2751,0.0,0.6541,0.1309,0.0,0.2173,0.0,0.0,0.0,0.0,0.4466,False,False,False,False,6.44,-1.23,6.75,False,132.1,交通运输,前海概念/整体上市/深圳本地,28.9
000090,,0.0,1.0,0.798,0.341,0.7463,0.6227,0.3875,0.3,0.5182,0.0,0.0,1.0,0.0,0.3336,False,False,False,False,3.55,-2.2,3.58,False,66.3,建筑建材,前海概念/深圳本地,23.8
000096,,0.1384,1.0,0.8148,0.0,0.0,0.673,0.0977,0.0,0.0,0.0,0.0,0.0,0.0,0.4837,False,False,False,False,7.78,-1.77,8.95,False,39.7,石油行业,油气改革/深圳本地,22.2
000099,,0.0,1.0,0.856,0.0199,0.3503,0.0,0.197,0.3,0.3214,0.0,0.0,0.5,0.0,0.3406,False,False,False,False,16.78,-2.04,17.08,False,130.2,交通运输,海南自贸/军工航天/海工装备,28.9
000100,,0.3428,1.0,0.7258,0.6797,1.0,0.4074,0.7447,0.3,0.9112,0.0,0.0,0.5,0.0,0.3477,False,False,False,False,4.65,0.65,4.45,True,889.6,家电行业,光伏/融资融券/涉矿概念,31.7
000151,,0.0,1.0,0.6927,0.8614,1.0,0.0,0.6128,0.9,1.0,0.0,0.0,0.5,1.0,0.2661,False,False,False,False,14.41,-2.31,12.79,True,44.4,物资外贸,业绩预升,35.1
000153,,0.0,1.0,0.8551,0.0,0.0,0.7643,0.1295,0.0,0.0,0.0,0.0,0.0,0.0,0.4261,False,False,False,False,5.47,-0.91,6.0,False,25.1,生物制药,皖江区域/抗癌/参股金融,24.5
000155,,0.0,1.0,0.772,0.0324,0.0,0.8537,0.1886,0.0,0.1566,0.0,0.0,0.0,0.0,0.4537,False,False,False,False,13.46,0.07,14.54,False,248.5,农药化肥,光伏/成渝特区/低碳经济,20.2
000156,,0.0,0.9103,0.6308,0.0,0.0,0.1675,0.2302,0.6,0.0587,0.0,0.0,0.0,0.0,0.473,False,False,False,False,6.73,3.54,7.19,False,114.4,传媒娱乐,业绩预升,21.0
000157,,0.0,1.0,0.9214,0.0058,0.1889,0.7061,0.2921,0.3,0.3571,0.0,0.0,0.5,0.0,0.3426,False,False,False,False,7.58,-0.66,7.81,False,535.9,机械行业,含H股/融资融券/长株潭,29.0
000158,,0.0,1.0,0.8263,0.0,0.0,0.5655,0.3084,0.6,0.0,0.0,0.0,0.5,0.0,0.3581,False,False,False,False,15.0,-2.28,16.61,False,238.2,纺织行业,金融参股/参股金融,26.5
000159,,0.8538,1.0,0.6207,0.4482,0.0,0.7324,0.4079,0.6,0.0,0.0,0.0,0.0,1.0,0.5236,False,False,False,False,5.86,1.03,6.54,False,28.2,石油行业,涉矿概念/油气改革/互联金融,22.2
000166,,0.0,1.0,0.8983,0.1535,0.3616,0.439,0.4149,0.0,0.5172,0.0,0.0,0.5,0.0,0.3149,False,False,False,False,4.6,0.22,4.59,True,1036.7,金融行业,,38.4
000301,,0.0,1.0,0.8067,0.4777,0.358,0.5584,0.2895,0.0,0.9215,0.0,0.0,0.5,1.0,0.3838,False,False,False,False,12.45,-2.43,12.07,True,822.7,综合行业,光伏/业绩预升/分拆上市,20.3
000333,,1.0,1.0,0.7998,0.6968,0.8443,0.3051,0.4527,0.0,0.4987,0.0,0.0,1.0,0.7,0.3897,True,False,False,False,78.96,-2.43,80.41,False,5418.0,家电行业,小米概念/整体上市,31.7
000338,,0.5641,0.7796,0.5825,0.9728,0.0,0.4878,0.1009,0.0,0.3954,0.0,0.0,0.0,0.7,0.5167,False,False,False,False,28.11,-4.32,29.92,False,1392.3,汽车制造,含H股/融资融券/社保重仓,25.0
000400,,0.0823,1.0,0.7961,0.0,0.0,0.6924,0.315,0.0,0.0,0.0,0.0,0.0,0.0,0.4834,False,False,False,False,23.06,0.74,25.85,False,233.3,发电设备,光伏/智能电网/业绩预升,26.5
000401,,0.3035,1.0,0.8788,0.0,0.0,0.8646,0.2361,0.3,0.0,0.0,0.0,0.0,0.0,0.3238,False,False,False,False,3.81,-1.04,4.17,False,100.3,水泥行业,雄安新区/融资融券/京津冀,29.8
000402,,0.7105,1.0,0.7602,0.5465,0.0,0.7918,0.2099,0.3,0.2239,0.0,0.0,0.0,0.7,0.4452,True,False,False,False,2.73,-1.8,2.89,False,81.6,房地产,碳中和/碳交易/融资融券,29.6
000403,,0.7708,1.0,0.7295,0.2748,0.3457,0.5813,0.613,0.6,0.0384,0.0,0.0,0.5,0.0,0.4071,False,False,False,False,11.74,-0.76,12.41,False,110.4,生物制药,ST板块/业绩预升,24.5
000404,,0.0,1.0,0.7516,0.7677,0.0,0.7692,0.4055,0.3,0.655,1.0,0.0,0.0,0.7,0.3482,False,False,False,False,8.1,0.62,8.04,True,56.1,机械行业,业绩预升/节能环保,29.0
000407,,0.3147,1.0,0.8354,0.0,0.0,0.8491,0.2261,0.6,0.0,0.0,0.0,0.0,0.0,0.4612,False,False,False,False,4.0,-1.23,4.46,False,35.0,塑料制品,固废处理/油气改革/金融参股,54.0
000408,,0.0,0.3761,0.5676,0.2063,0.0,0.37,0.1558,0.0,0.3519,0.0,0.0,0.5,0.0,0.477,False,False,False,False,76.34,-6.74,80.56,False,1197.6,商业百货,盐湖提锂/ST板块/涉矿概念,26.7
000409,,0.5736,1.0,0.8748,0.0186,0.0,0.8066,0.0955,0.0,0.0,0.0,0.0,0.0,0.0,0.5097,False,False,False,False,8.91,-1.55,9.99,False,52.6,钢铁行业,深圳本地,26.9
000410,,0.0,1.0,0.7972,0.0,0.0,0.6616,0.1817,0.0,0.0,0.0,0.0,0.0,0.0,0.4862,False,False,False,False,5.35,1.71,5.93,False,105.4,机械行业,朝鲜改革/智能机器/机器人概念,29.0
000411,,0.1269,0.9572,0.7063,0.2183,0.0,0.4708,0.3737,0.6,0.0,0.0,0.0,0.0,1.0,0.5162,False,False,False,False,10.1,-3.26,11.25,False,56.9,商业百货,业绩预升,26.7
000415,,0.0,1.0,0.7061,0.0376,0.0,0.4049,0.1754,0.3,0.8375,0.0,0.0,0.5,0.0,0.3274,False,False,False,False,4.38,1.62,4.26,True,236.2,金融行业,金融改革/海上丝路,38.4
000417,,0.0,1.0,0.768,0.6681,0.124,0.7284,0.3048,0.6,0.5497,1.0,0.0,0.0,1.0,0.3253,False,False,False,False,7.6,1.74,7.56,True,59.2,商业百货,皖江区域/内贸规划/券商重仓,26.7
000419,,0.3031,1.0,0.8099,0.0,0.0,0.6605,0.1345,0.0,0.0,0.0,0.0,0.0,0.0,0.4592,False,False,False,False,4.85,-1.22,5.45,False,26.4,商业百货,长株潭/金融改革/金融参股,26.7
000420,,0.0,1.0,0.798,0.0513,0.0,0.7703,0.1333,0.0,0.1578,0.0,0.0,0.0,0.7,0.4123,False,False,False,False,4.34,1.17,4.66,False,106.7,化纤行业,朝鲜改革,40.6
000421,,0.3441,1.0,0.8545,0.0,0.0,0.7959,0.1201,0.0,0.0,0.0,0.0,0.0,0.0,0.4779,False,False,False,False,5.44,-1.09,6.02,False,31.2,交通运输,金融改革/业绩预降,28.9
000422,,0.0,1.0,0.7245,0.0,0.0,0.5848,0.2559,0.3,0.0803,0.0,0.0,0.5,0.0,0.3703,False,False,False,False,13.73,1.33,14.78,False,145.2,农药化肥,融资融券/业绩预降/信托重仓,20.2
000423,,0.6684,1.0,0.8206,0.3222,0.2161,0.6587,0.2436,0.3,0.2544,0.0,0.0,1.0,0.0,0.4256,False,False,False,False,47.97,-2.2,50.42,False,308.3,生物制药,融资融券/基金重仓,24.5
000425,,0.0,1.0,0.8274,0.0737,0.0,0.7141,0.2467,0.6,0.0457,0.0,0.0,0.0,0.0,0.4274,False,False,False,False,9.19,-0.86,9.94,False,827.2,机械行业,国防军工/军工航天/融资融券,29.0
000426,,0.0,1.0,0.8063,0.0,0.0,0.5871,0.1798,0.3,0.4419,0.0,0.0,0.0,0.0,0.4262,False,False,False,False,40.01,-0.62,41.94,False,710.3,有色金属,信托重仓/参股金融,62.0
000428,,0.5854,1.0,0.8204,0.1718,0.0,0.6672,0.1577,0.6,0.0,0.0,0.0,0.0,0.0,0.418,False,False,False,False,3.26,-2.4,3.63,False,33.2,酒店旅游,长株潭/业绩预升/分拆上市,27.5
000429,,0.5702,1.0,0.7912,0.8046,0.7723,0.3222,0.6872,0.0,0.5833,0.0,1.0,0.0,0.7,0.3682,False,False,False,False,13.14,0.38,13.2,False,171.3,公路桥梁,含B股/业绩预降/参股金融,26.1
000498,,0.4073,1.0,0.9085,0.025,0.0,0.8412,0.1805,0.0,0.0079,0.0,0.0,0.0,0.0,0.3497,False,False,False,False,5.05,-0.98,5.44,False,73.2,建筑建材,,23.8
000520,,0.0,1.0,0.4748,0.4819,1.0,0.0,0.209,0.9,1.0,0.0,1.0,1.0,0.0,0.3595,False,False,False,False,4.58,0.22,4.16,True,46.4,交通运输,准ST股/整体上市,28.9
000525,,0.0,0.6424,0.3885,0.0,0.0,0.1028,0.1719,0.3,0.0,0.0,0.0,0.0,0.0,0.453,False,False,False,False,4.7,5.15,5.16,False,52.3,农药化肥,沿海发展,20.2
000551,,0.0,1.0,0.877,0.5853,0.0402,0.5541,0.3146,0.0,0.6954,0.0,0.0,0.5,1.0,0.3285,False,False,False,False,15.39,-2.1,15.43,False,74.6,机械行业,三板精选/智能电网/节能环保,29.0
000552,,1.0,1.0,0.7933,0.563,0.0,0.7494,0.3435,0.0,0.1368,0.0,0.0,0.0,0.7,0.4406,True,False,False,False,2.52,-2.33,2.71,False,93.9,煤炭行业,业绩预升/陕甘宁,44.3
000553,,0.0,1.0,0.802,0.3314,0.0,0.8187,0.1501,0.0,0.2875,0.0,0.0,0.5,0.7,0.4033,False,False,False,False,6.01,-0.83,6.26,False,130.8,农药化肥,含B股/业绩预升/金融参股,20.2
000554,,0.6515,1.0,0.8548,0.0,0.0,0.7699,0.2185,0.0,0.0,0.0,0.0,0.0,0.0,0.3755,False,False,False,False,6.35,-1.24,7.31,False,23.0,石油行业,油气改革,22.2
000555,,0.1109,1.0,0.8006,0.0,0.0,0.8234,0.1919,0.0,0.0,0.0,0.0,0.0,0.0,0.6066,False,False,False,False,11.41,0.35,13.71,False,111.2,电子信息,,26.5
000557,,0.8622,1.0,0.845,0.0,0.0,0.5245,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.434,False,False,False,False,3.81,-1.55,4.39,False,55.5,酿酒行业,陕甘宁,23.3
000558,,0.0,1.0,0.641,0.0,0.0915,0.1193,0.2734,0.3,0.0931,0.0,0.0,1.0,0.0,0.3752,False,False,False,False,3.9,0.0,4.08,False,50.3,房地产,振兴沈阳,29.6
000559,,0.0542,1.0,0.8132,0.0,0.0,0.8844,0.3846,0.3,0.0,0.0,0.0,0.0,1.0,0.5038,False,False,False,False,13.79,-0.93,15.73,False,457.0,汽车制造,融资融券/锂电池/金融参股,25.0
000560,,0.5699,1.0,0.8291,0.0,0.0,0.7189,0.1738,0.3,0.0,0.0,0.0,0.0,0.0,0.6466,False,False,False,False,2.31,-1.28,2.79,False,54.0,商业百货,业绩预降/参股金融,26.7
000561,,0.0,1.0,0.8999,0.0,0.0,0.5429,0.2368,0.3,0.0,0.0,0.0,0.0,0.0,0.4109,False,False,False,False,8.0,0.13,9.05,False,62.1,电子信息,国防军工/军民融合/军工航天,26.5
000563,,0.0,1.0,0.8423,0.0215,0.0,0.5298,0.165,0.3,0.0625,0.0,0.0,0.0,0.0,0.3765,False,False,False,False,2.92,-1.35,3.11,False,149.3,金融行业,陕甘宁/金融参股,38.4
000564,,0.0,0.0,0.3563,0.0,0.0,0.0,0.2104,0.6,0.0,0.0,0.0,0.0,0.0,0.4387,False,False,False,False,1.6,10.34,1.76,False,241.5,商业百货,三板精选/内贸规划/陕甘宁,26.7
000565,,0.1986,1.0,0.8226,0.0,0.0,0.807,0.2462,0.3,0.0,0.0,0.0,0.0,1.0,0.4425,False,False,False,False,6.41,0.31,7.23,False,27.8,化工行业,成渝特区/金融参股,59.2
000566,,0.0,1.0,0.7229,0.0,0.0,0.614,0.1183,0.0,0.0,0.0,0.0,0.0,0.0,0.4352,False,False,False,False,3.87,0.52,4.67,False,50.2,生物制药,仿制药/海南自贸/抗癌,24.5
000592,,0.0,1.0,0.7547,0.0,0.0,0.8139,0.2356,0.0,0.0,0.0,0.0,0.0,0.0,0.476,False,False,False,False,7.67,0.79,9.72,False,146.9,农林牧渔,海峡西岸/金融改革/赛马概念,26.1
000599,,0.7769,1.0,0.8765,0.0,0.0,0.7414,0.2144,0.0,0.0,0.0,0.0,0.0,0.0,0.5098,False,False,False,False,4.76,-2.06,5.45,False,38.9,汽车制造,自贸区/日韩贸易,25.0
000600,,0.8554,1.0,0.5768,1.0,1.0,0.5255,0.4849,0.3,0.9177,1.0,0.0,0.5,1.0,0.2972,True,False,False,False,10.51,2.64,10.26,True,114.6,电力行业,碳中和/雄安新区/业绩预升,65.3
000601,,0.848,1.0,0.773,1.0,0.0,0.8644,0.2535,0.6,0.4683,0.0,1.0,0.0,0.7,0.3979,False,False,False,False,7.04,-0.14,7.35,False,73.9,电力行业,光伏/低碳经济,65.3
000608,,0.0,0.0,0.4172,1.0,1.0,0.0,0.0,0.3,1.0,0.0,0.0,1.0,0.7,0.4067,False,False,True,False,7.16,9.82,4.67,True,53.4,房地产,外资背景/信托重仓,29.6
000612,,0.0,0.6947,0.7239,0.0172,0.0,0.3858,0.2306,0.6,0.0668,0.0,0.0,0.0,1.0,0.4964,False,False,False,False,11.03,-4.83,12.04,False,131.5,有色金属,业绩预升/金融参股/参股金融,62.0
000615,,0.0253,1.0,0.7868,0.6421,0.3165,0.7574,0.4666,0.6,0.5582,0.0,0.0,0.0,0.7,0.3637,False,False,False,False,3.44,0.0,3.48,False,31.8,化纤行业,雄安新区/金融参股/参股金融,40.6
000632,,0.4612,1.0,0.6004,0.0,0.0,0.0,0.3968,0.0,0.0,0.0,0.0,0.0,0.0,0.3483,False,False,False,False,3.68,0.27,4.21,False,17.1,综合行业,海峡西岸/参股金融,20.3
000652,,0.0,1.0,0.8514,0.0,0.0,0.7958,0.0968,0.0,0.0398,0.0,0.0,0.0,1.0,0.4152,False,False,False,False,3.61,0.56,3.89,False,52.6,综合行业,碳中和/低碳经济/固废处理,20.3
000668,,0.0,0.2517,0.2725,1.0,1.0,0.0,0.5785,1.0,1.0,0.0,0.0,1.0,0.7,0.295,False,False,True,False,21.67,7.49,17.58,True,31.8,房地产,参股金融,29.6
000672,,0.0,1.0,0.6036,1.0,1.0,0.1829,0.6456,0.6,1.0,0.0,0.0,0.5,1.0,0.3727,False,False,False,False,17.3,2.85,15.42,True,167.7,水泥行业,业绩预升,29.8
000676,,0.0,1.0,0.7611,0.0,0.0,0.5497,0.2228,0.0,0.0,0.0,0.0,0.0,0.0,0.3952,False,False,False,False,5.64,1.08,6.75,False,71.0,仪器仪表,分拆上市,29.4
000677,,0.3215,0.6667,0.3333,0.0,0.0,0.0,0.7604,0.0,0.0,0.0,0.0,0.0,0.0,0.566,False,False,False,False,1.89,5.0,2.87,False,16.3,化纤行业,黄河三角,40.6
000678,,0.5485,1.0,0.4529,0.0,0.0,0.5571,0.2813,0.3,0.0,0.0,1.0,0.0,1.0,0.6696,False,False,False,False,10.05,1.82,12.09,False,46.2,机械行业,金融参股,29.0
000679,,0.0,0.0,0.1982,0.1068,0.0,0.0,0.2121,0.6,0.5157,0.0,0.0,0.0,1.0,0.5379,False,False,False,False,6.68,10.05,6.62,True,23.8,商业百货,自贸区,26.7
000681,,1.0,0.9532,0.7663,0.5061,1.0,0.4968,0.2985,0.6,0.4066,0.0,0.0,0.5,1.0,0.41,False,False,False,False,21.52,-3.28,22.3,False,145.5,电子信息,业绩预升,26.5
000682,,0.0,1.0,0.7855,0.4067,0.0,0.6506,0.1904,0.3,0.2137,0.0,0.0,0.0,1.0,0.4295,False,False,False,False,12.42,-0.08,13.16,False,166.5,发电设备,三板精选/智能电网/黄河三角,26.5
000683,,0.0,1.0,0.7986,0.0,0.0,0.5499,0.0897,0.3,0.0,0.0,0.0,0.0,1.0,0.5404,False,False,False,False,6.78,-2.45,7.69,False,226.6,化工行业,,59.2
000685,,0.0,1.0,0.7567,0.2887,0.0,0.6294,0.2015,0.3,0.4013,0.0,0.0,0.0,1.0,0.3946,False,False,False,False,11.07,1.0,11.31,False,138.0,供水供气,污水处理/节能环保/金融参股,21.9
