symbol,name,j_low,pct_calm,amplitude,trend_gap,dif,vol_shrink,yangyin,surge,ql_pos,bowl,washout_recover,ma_bull,weekly_cross,ml_score,sig_b1,sig_volume_b1,sig_zhixing,close,pct_change,yellow_line,above_yellow,float_mv_yi,sector,concepts,sector_score
000001,,0.0,1.0,0.7745,0.4613,0.8687,0.0,0.2385,0.0,0.919,0.0,0.0,1.0,0.0,0.3999,False,False,False,11.24,2.74,10.7,True,2181.2,金融行业,融资融券/外资背景/本月解禁,45.1
000002,,0.5353,1.0,0.8077,0.0,0.0,0.5025,0.2021,0.3,0.0,0.0,0.0,0.0,0.0,0.5446,False,False,False,3.16,1.28,3.71,False,307.1,房地产,含H股/融资融券/前海概念,22.3
000004,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2717,False,False,False,2.76,0.0,4.04,False,3.5,生物制药,深圳本地,29.4
000006,,0.5256,1.0,0.7367,0.2677,0.0,0.7723,0.1071,0.6,0.0,0.0,0.0,0.0,0.7,0.6119,False,False,False,7.85,0.0,9.16,False,106.0,房地产,前海概念/深圳本地,22.3
000007,,0.0,1.0,0.7607,0.2529,0.646,0.6145,0.2146,0.3,1.0,0.0,0.0,1.0,0.0,0.345,False,False,False,14.08,1.08,12.96,True,48.8,酒店旅游,稀缺资源/涉矿概念/业绩预降,26.8
000008,,0.6474,1.0,0.8333,0.1146,0.0,0.749,0.1958,0.3,0.0,0.0,0.0,0.0,0.0,0.4006,False,False,False,2.45,2.08,2.68,False,66.6,综合行业,业绩预升/深圳本地,23.1
000009,,0.2647,0.9891,0.7372,0.0,0.0,0.2468,0.1649,0.3,0.0,0.0,1.0,0.0,0.0,0.3502,False,False,False,7.06,3.07,8.04,False,181.9,房地产,三板精选/军民融合/低碳经济,22.3
000010,,0.0893,1.0,0.6043,0.0,0.0,0.6309,0.3889,0.9,0.0,0.0,0.0,1.0,0.0,0.393,False,False,False,2.21,0.91,2.8,False,19.2,建筑建材,金融参股/深圳本地/股期概念,18.3
000011,,0.0,0.7582,0.4437,0.0,0.0,0.3685,0.2805,0.6,0.1607,0.0,0.0,0.0,0.0,0.5106,False,False,False,7.51,4.45,7.84,False,39.5,房地产,含B股/前海概念/业绩预升,22.3
000012,,0.6238,1.0,0.5752,0.3377,0.5218,0.3941,0.5004,0.6,0.0639,0.0,0.0,1.0,0.0,0.46,False,False,False,4.0,-1.96,4.27,False,78.4,玻璃行业,光伏/光伏概念/低碳经济,43.0
000014,,0.4657,1.0,0.7701,0.0,0.0,0.7606,0.1019,0.0,0.0,0.0,0.0,0.0,0.0,0.4078,False,False,False,10.31,1.58,11.94,False,25.0,房地产,前海概念/深圳本地,22.3
000016,,0.9135,1.0,0.739,0.0422,0.0,0.8409,0.2778,0.0,0.0,0.0,0.0,0.0,1.0,0.6367,False,False,False,2.84,1.07,3.37,False,45.3,家电行业,含B股/前海概念/业绩预升,34.8
000017,,0.2114,1.0,0.7211,0.0,0.0,0.3443,0.1006,0.0,0.0,0.0,0.0,0.0,0.0,0.5002,False,False,False,5.14,2.39,6.03,False,22.7,,含B股/深圳本地,
000019,,0.0,1.0,0.6539,0.0,0.0,0.478,0.1437,0.0,0.1842,0.0,0.0,0.0,0.0,0.4534,False,False,False,6.59,0.61,6.95,False,27.4,食品行业,含B股/深圳本地,28.6
000020,,0.525,1.0,0.8118,0.0,0.0,0.8216,0.1799,0.3,0.0,0.0,0.0,0.0,0.0,0.6678,False,False,False,11.69,0.0,13.79,False,21.2,电子器件,含B股/前海概念/业绩预降,39.8
000021,,0.0,0.6513,0.3603,1.0,1.0,0.5022,0.5439,0.3,1.0,1.0,0.0,0.0,1.0,0.306,False,False,False,37.09,-5.09,34.88,True,583.8,电子信息,华为概念/智能电网/融资融券,14.0
000025,,0.0,1.0,0.869,0.1106,0.1711,0.3074,0.1611,0.6,0.2985,0.0,0.0,0.5,0.0,0.4055,False,False,False,15.22,-0.33,15.69,False,59.8,汽车制造,含B股/前海概念/深圳本地,17.3
000026,,0.8449,1.0,0.5676,1.0,1.0,0.8154,0.4389,0.0,0.8548,1.0,0.0,0.0,0.7,0.3444,True,False,False,20.41,-2.67,19.93,True,74.4,商业百货,国防军工/军工航天/含B股,16.6
000027,,0.667,1.0,0.7089,0.7697,0.5595,0.678,0.5913,0.0,0.5058,0.0,0.0,0.0,1.0,0.361,True,False,False,7.2,1.41,7.32,False,342.5,电力行业,碳中和/光伏/碳交易,42.3
000028,,0.1668,1.0,0.8566,0.1212,0.0,0.7578,0.1225,0.0,0.105,0.0,0.0,0.0,0.0,0.4405,False,False,False,22.65,1.52,24.08,False,108.3,商业百货,仿制药/含B股/抗癌,16.6
000029,,0.0,1.0,0.7303,0.9418,1.0,0.5289,0.2695,0.6,1.0,0.0,0.0,0.5,1.0,0.3175,False,False,False,25.34,-0.47,23.53,True,225.9,房地产,含B股/业绩预降/深圳本地,22.3
000030,,0.6619,1.0,0.798,0.0154,0.0,0.7355,0.096,0.3,0.0,0.0,0.0,0.0,0.0,0.3308,False,False,False,4.35,1.4,4.86,False,72.7,汽车制造,含B股/汽车电子/深圳本地,17.3
000031,,0.8592,1.0,0.6761,0.0,0.0,0.4445,0.2322,0.3,0.0,0.0,1.0,0.0,0.0,0.383,False,False,False,2.5,1.21,2.8,False,107.2,房地产,前海概念/业绩预升/整体上市,22.3
000032,,0.0,0.0,0.1008,0.0,0.0,0.0,0.6154,0.9,0.8539,0.0,0.0,0.5,0.0,0.4525,False,False,False,18.92,10.0,17.83,True,215.3,电子信息,碳中和/电子支付/前海概念,14.0
000034,,0.8157,1.0,0.8164,0.0,0.0,0.7495,0.2111,0.9,0.0,0.0,0.0,0.0,1.0,0.6268,False,False,False,22.33,0.81,31.04,False,189.6,煤炭行业,华为概念/深圳本地,61.5
000035,,0.8141,1.0,0.7867,0.0,0.0,0.6503,0.135,0.0,0.0,0.0,1.0,0.0,0.0,0.6628,False,False,False,5.0,0.0,6.09,False,115.7,电子信息,垃圾分类/深圳本地,14.0
000036,,0.0,0.8952,0.7849,0.2622,0.0,0.6549,0.2738,0.3,0.4206,0.0,1.0,0.0,1.0,0.3931,False,False,False,5.14,3.63,5.34,False,72.1,房地产,前海概念/业绩预降/深圳本地,22.3
000037,,0.0611,1.0,0.6649,0.7825,1.0,0.4942,0.2476,0.6,1.0,0.0,0.0,0.5,0.7,0.3783,False,False,False,11.25,-2.51,10.78,True,38.1,电力行业,ST板块/含B股/深圳本地,42.3
000039,,0.6764,0.978,0.6616,0.0164,0.0,0.4408,0.1359,0.0,0.0,0.0,0.0,0.0,0.0,0.65,False,False,False,8.97,-3.13,10.84,False,206.4,机械行业,含H股/融资融券/海工装备,19.0
000042,,0.9151,1.0,0.8361,0.8012,0.1096,0.5197,0.1711,0.0,0.2673,0.0,0.0,0.0,0.7,0.4019,False,False,False,8.95,0.0,9.46,False,59.4,房地产,前海概念/深圳本地,22.3
000045,,0.6215,1.0,0.7547,0.1087,0.0,0.697,0.3397,0.0,0.0,0.0,0.0,0.0,0.0,0.3832,False,False,False,10.66,0.57,11.85,False,48.7,纺织行业,含B股/深圳本地,24.1
000048,,0.0,0.9051,0.2249,0.0416,1.0,0.0,0.3502,0.3,1.0,0.0,0.0,1.0,0.0,0.4038,False,False,False,18.91,-3.57,15.55,True,100.1,农林牧渔,猪肉/业绩预升/深圳本地,29.0
000049,,0.6591,1.0,0.7769,0.1594,0.0,0.7966,0.1242,0.0,0.0,0.0,0.0,0.0,0.0,0.499,False,False,False,22.88,2.1,25.94,False,88.0,电器行业,无线耳机/锂电池/信托重仓,14.4
000050,,1.0,1.0,0.4517,0.2948,0.4764,0.2118,0.401,0.3,0.0,0.0,0.0,0.5,0.0,0.3738,False,False,False,7.51,-1.96,8.17,False,182.9,电子器件,小米概念/国防军工/军工航天,39.8
000055,,0.3631,1.0,0.7117,0.4515,0.9216,0.2912,0.1484,0.3,0.6985,0.0,0.0,0.5,0.0,0.3284,False,False,False,3.8,2.7,3.7,True,25.7,建筑建材,光伏/光伏概念/含B股,18.3
000056,,0.3653,0.687,0.3902,0.0225,1.0,0.6476,0.5223,0.3,0.336,0.0,1.0,1.0,0.0,0.4254,False,False,False,1.72,4.88,1.73,False,15.5,房地产,含B股/深圳本地,22.3
000058,,0.4089,1.0,0.7722,0.0,0.0,0.6387,0.201,0.6,0.0,0.0,0.0,0.0,0.0,0.4293,False,False,False,6.88,2.23,7.71,False,67.8,电子器件,光伏/光伏概念/含B股,39.8
000059,,0.6977,1.0,0.669,0.0,0.0,0.6339,0.0593,0.0,0.0,0.0,0.0,0.0,0.0,0.4185,False,False,False,4.28,1.18,4.93,False,68.5,石油行业,国防军工/军民融合/军工航天,22.0
000060,,0.2885,0.5934,0.47,0.817,0.6887,0.2695,0.4102,0.3,1.0,0.0,0.0,0.0,1.0,0.3863,False,False,False,7.56,5.44,7.26,True,335.8,有色金属,稀缺资源/融资融券/金融参股,43.6
000061,,0.5317,0.8754,0.6706,0.0,0.0,0.3402,0.1419,0.6,0.0,0.0,1.0,0.0,0.0,0.3237,False,False,False,6.09,3.75,7.06,False,109.3,农林牧渔,融资融券/金融改革/食品安全,29.0
000062,,0.9139,0.822,0.4909,0.8979,0.0,0.7518,0.2081,0.3,0.1629,0.0,0.0,0.0,0.7,0.4818,False,False,False,28.77,-4.07,31.08,False,300.6,商业百货,互联金融/业绩预升/分拆上市,16.6
000063,,0.2196,0.8564,0.5504,0.5932,0.9217,0.1277,0.2802,0.6,0.491,0.0,0.0,1.0,1.0,0.3555,False,False,False,36.35,-3.86,36.81,False,1464.1,电子信息,5G概念/含H股/融资融券,14.0
000065,,0.4942,0.4783,0.3474,0.1347,0.0,0.5074,0.2828,0.0,0.0045,0.0,1.0,0.0,0.0,0.4845,False,False,False,11.6,6.13,12.66,False,113.1,建筑建材,光伏概念/国防军工/军工航天,18.3
000066,,0.8581,1.0,0.7111,0.5923,0.0,0.8885,0.1307,0.3,0.0,0.0,0.0,0.0,1.0,0.6505,False,False,False,15.51,-1.15,17.89,False,500.3,电子信息,光伏/钠电池/光伏概念,14.0
000068,,0.4142,1.0,0.6532,0.5681,1.0,0.0867,0.175,0.3,0.8127,0.0,0.0,1.0,0.0,0.2935,False,False,False,3.46,0.0,3.34,True,34.8,电子器件,深圳本地,39.8
000069,,0.4889,1.0,0.7838,0.0,0.0,0.5161,0.2345,0.3,0.0,0.0,0.0,0.0,0.0,0.4161,False,False,False,1.86,0.54,2.1,False,128.3,酒店旅游,融资融券/前海概念/业绩预升,26.8
000070,,0.6599,0.9624,0.502,0.7213,0.0,0.6402,0.3438,0.6,0.4392,0.0,0.0,0.0,0.7,0.4015,False,False,False,17.1,-3.23,18.04,False,146.5,电子信息,国防军工/军工航天/宽带提速,14.0
000088,,0.0914,1.0,0.7946,0.3464,0.0,0.3599,0.1809,0.3,0.3517,0.0,0.0,0.0,0.0,0.3121,False,False,False,4.34,2.84,4.47,False,137.3,交通运输,海上丝路/深圳本地,30.7
000089,,0.4215,0.9997,0.821,0.2981,0.0,0.4742,0.1249,0.0,0.2797,0.0,1.0,0.0,0.0,0.3031,False,False,False,6.52,3.0,6.78,False,133.7,交通运输,前海概念/整体上市/深圳本地,30.7
000090,,0.0,1.0,0.5305,0.3418,0.6672,0.0385,0.3891,0.3,0.6424,0.0,0.0,0.5,0.0,0.3778,False,False,False,3.61,1.69,3.57,True,67.5,建筑建材,前海概念/深圳本地,18.3
000096,,0.2874,1.0,0.7601,0.0,0.0,0.4703,0.0703,0.0,0.0,0.0,1.0,0.0,0.0,0.3164,False,False,False,7.91,1.67,9.03,False,40.4,石油行业,油气改革/深圳本地,22.0
000099,,0.0,0.0,0.3809,0.0,0.0679,0.0,0.3331,0.3,0.5602,0.0,1.0,0.5,0.0,0.4114,False,False,False,17.41,9.98,17.09,True,135.1,交通运输,海南自贸/军工航天/海工装备,30.7
000100,,0.0642,1.0,0.7044,0.6507,1.0,0.2666,0.659,0.3,0.7876,0.0,0.0,1.0,0.0,0.3524,False,False,False,4.55,0.89,4.43,True,870.5,家电行业,光伏/融资融券/涉矿概念,34.8
000151,,0.0,0.0,0.3265,0.8454,1.0,0.5437,0.5589,0.6,1.0,0.0,1.0,0.5,1.0,0.3707,False,False,True,13.94,10.02,12.59,True,42.9,物资外贸,业绩预升,41.7
000153,,0.0955,1.0,0.7535,0.0,0.0,0.714,0.1195,0.0,0.0,0.0,0.0,0.0,0.0,0.4193,False,False,False,5.53,2.22,6.04,False,25.4,生物制药,皖江区域/抗癌/参股金融,29.4
000155,,0.1241,1.0,0.7088,0.1016,0.0,0.7466,0.209,0.0,0.0597,0.0,0.0,0.0,0.0,0.4466,False,False,False,13.36,2.38,14.63,False,246.6,农药化肥,光伏/成渝特区/低碳经济,31.8
000156,,0.4549,1.0,0.821,0.0224,0.0,0.5839,0.2506,0.3,0.0,0.0,0.0,0.0,0.0,0.4652,False,False,False,6.48,2.37,7.23,False,110.1,传媒娱乐,业绩预升,16.1
000157,,0.159,1.0,0.8354,0.0,0.0,0.6861,0.3112,0.3,0.1499,0.0,1.0,1.0,0.0,0.2649,False,False,False,7.35,0.82,7.82,False,519.6,机械行业,含H股/融资融券/长株潭,19.0
000158,,0.0,0.9303,0.6068,0.0,0.0,0.0687,0.3939,0.6,0.0,0.0,0.0,0.0,0.0,0.3431,False,False,False,15.43,3.42,16.74,False,245.0,纺织行业,金融参股/参股金融,24.1
000159,,1.0,1.0,0.7135,0.5724,0.0,0.7454,0.4146,0.6,0.0,0.0,0.0,0.0,1.0,0.457,False,False,False,5.94,-1.82,6.59,False,28.6,石油行业,涉矿概念/油气改革/互联金融,22.0
000166,,0.0,1.0,0.8039,0.12,0.0491,0.061,0.3394,0.0,0.4089,0.0,0.0,0.0,0.0,0.4141,False,False,False,4.53,2.49,4.59,False,1020.9,金融行业,,45.1
000301,,0.0,1.0,0.6153,0.5009,0.0,0.5563,0.2666,0.0,0.6011,0.0,0.0,0.0,1.0,0.3079,False,False,False,11.88,2.33,12.04,False,784.9,综合行业,光伏/业绩预升/分拆上市,23.1
000333,,0.0,1.0,0.8352,0.6929,1.0,0.2552,0.5259,0.0,0.8699,0.0,0.0,1.0,0.7,0.3045,False,False,False,83.23,-2.48,80.35,True,5711.2,家电行业,小米概念/整体上市,34.8
000338,,0.9006,1.0,0.7243,1.0,0.0,0.4511,0.1109,0.0,0.3466,0.0,1.0,0.0,0.7,0.3924,False,False,False,28.0,1.56,30.14,False,1386.9,汽车制造,含H股/融资融券/社保重仓,17.3
000400,,0.8104,1.0,0.7686,0.0,0.0,0.6953,0.3343,0.0,0.0,0.0,1.0,0.0,0.0,0.526,False,False,False,22.2,2.73,26.09,False,224.6,发电设备,光伏/智能电网/业绩预升,34.0
000401,,0.6241,1.0,0.7544,0.0,0.0,0.6503,0.1862,0.3,0.0,0.0,1.0,0.5,0.0,0.3409,False,False,False,3.85,1.32,4.19,False,101.3,水泥行业,雄安新区/融资融券/京津冀,23.9
000402,,0.8509,1.0,0.8061,0.6082,0.0,0.7778,0.2125,0.3,0.2739,0.0,0.0,0.0,0.7,0.4308,True,False,False,2.76,0.36,2.9,False,82.5,房地产,碳中和/碳交易/融资融券,22.3
000403,,0.864,1.0,0.5765,0.2914,0.4908,0.5957,0.5614,0.6,0.1191,0.0,0.0,0.5,0.0,0.4651,False,False,False,11.88,1.97,12.45,False,111.8,生物制药,ST板块/业绩预升,29.4
000404,,0.0,1.0,0.6821,0.8551,0.0,0.6229,0.3642,0.3,0.4265,0.0,1.0,0.0,0.7,0.4015,False,False,False,7.87,1.42,8.06,False,54.5,机械行业,业绩预升/节能环保,19.0
000407,,0.1856,1.0,0.7844,0.0,0.0,0.7248,0.1943,0.6,0.0,0.0,0.0,0.0,0.0,0.4128,False,False,False,4.08,1.49,4.49,False,35.7,塑料制品,固废处理/油气改革/金融参股,26.7
000408,,0.0,0.7413,0.6123,0.2006,0.0,0.299,0.1836,0.0,0.6328,0.0,0.0,0.0,0.0,0.4322,False,False,False,79.47,4.55,80.79,False,1246.8,商业百货,盐湖提锂/ST板块/涉矿概念,16.6
000409,,0.8063,1.0,0.8638,0.0692,0.0,0.8205,0.0889,0.0,0.0,0.0,0.0,0.0,0.0,0.5328,False,False,False,8.95,1.59,10.07,False,52.9,钢铁行业,深圳本地,29.9
000410,,0.0912,1.0,0.8184,0.0,0.0,0.5682,0.1752,0.3,0.0,0.0,0.0,0.0,0.0,0.4574,False,False,False,5.19,0.97,5.97,False,102.3,机械行业,朝鲜改革/智能机器/机器人概念,19.0
000411,,1.0,1.0,0.5806,0.3775,0.0,0.6108,0.3906,0.6,0.0,0.0,1.0,0.0,1.0,0.6327,False,False,False,9.49,2.93,11.34,False,53.5,商业百货,业绩预升,16.6
000415,,0.0,0.6942,0.5929,0.0225,0.0,0.3273,0.1204,0.3,0.4194,0.0,0.0,0.0,0.0,0.4819,False,False,False,4.12,4.83,4.26,False,222.2,金融行业,金融改革/海上丝路,45.1
000417,,0.5193,1.0,0.744,0.7636,0.0,0.6643,0.2913,0.9,0.1323,0.0,0.0,0.0,1.0,0.4724,False,False,False,7.17,1.99,7.59,False,55.9,商业百货,皖江区域/内贸规划/券商重仓,16.6
000419,,0.3933,1.0,0.7947,0.0,0.0,0.7355,0.1767,0.0,0.0,0.0,0.0,0.0,0.0,0.4807,False,False,False,4.93,1.23,5.49,False,26.8,商业百货,长株潭/金融改革/金融参股,16.6
000420,,0.3972,1.0,0.6918,0.1247,0.0,0.6864,0.1911,0.0,0.0,0.0,1.0,0.0,0.7,0.4522,False,False,False,4.23,2.92,4.68,False,104.0,化纤行业,朝鲜改革,20.3
000421,,0.4808,1.0,0.754,0.0091,0.0,0.6443,0.1128,0.0,0.0,0.0,0.0,0.0,0.0,0.3783,False,False,False,5.51,1.66,6.06,False,31.6,交通运输,金融改革/业绩预降,30.7
000422,,0.0,1.0,0.706,0.0,0.0,0.1725,0.1635,0.3,0.0026,0.0,0.0,0.0,0.0,0.4075,False,False,False,13.65,-2.92,14.87,False,144.4,农药化肥,融资融券/业绩预降/信托重仓,31.8
000423,,0.0,1.0,0.8481,0.3087,0.3402,0.5156,0.275,0.3,0.5959,0.0,0.0,1.0,0.0,0.3855,False,False,False,50.48,0.9,50.53,False,324.5,生物制药,融资融券/基金重仓,29.4
000425,,0.25,0.9915,0.6535,0.106,0.0,0.1831,0.3025,0.6,0.0,0.0,1.0,0.0,0.0,0.4128,False,False,False,9.12,3.05,9.99,False,820.9,机械行业,国防军工/军工航天/融资融券,19.0
000426,,0.3992,1.0,0.5599,0.0,0.0,0.327,0.2236,0.3,0.0,0.0,0.0,0.0,0.0,0.5788,False,False,False,36.82,2.14,42.1,False,653.6,有色金属,信托重仓/参股金融,43.6
000428,,0.566,1.0,0.8374,0.2427,0.0,0.7089,0.1547,0.6,0.0,0.0,0.0,0.0,0.0,0.4639,False,False,False,3.34,1.83,3.66,False,34.0,酒店旅游,长株潭/业绩预升/分拆上市,26.8
000498,,0.6646,1.0,0.907,0.045,0.0,0.6664,0.2013,0.0,0.0047,0.0,1.0,0.0,0.0,0.2921,False,False,False,5.07,1.0,5.46,False,73.5,建筑建材,,18.3
000520,,0.1399,1.0,0.6977,0.4113,1.0,0.2316,0.1507,0.9,0.5448,0.0,0.0,1.0,0.0,0.307,False,False,False,4.15,-0.95,4.12,True,42.0,交通运输,准ST股/整体上市,30.7
000525,,0.4379,1.0,0.7447,0.0,0.0,0.59,0.1537,0.0,0.0,0.0,0.0,0.0,0.0,0.5053,False,False,False,4.46,0.45,5.2,False,49.6,农药化肥,沿海发展,31.8
000551,,0.0,1.0,0.6042,0.6587,0.0,0.5348,0.4085,0.0,0.4438,0.0,0.0,0.0,1.0,0.3903,False,False,False,14.89,-0.67,15.44,False,72.1,机械行业,三板精选/智能电网/节能环保,19.0
000552,,0.8018,0.781,0.5033,0.6318,0.2843,0.0,0.4025,0.0,0.471,0.0,1.0,0.5,0.7,0.3646,False,False,False,2.66,4.31,2.72,False,99.1,煤炭行业,业绩预升/陕甘宁,61.5
000553,,0.0,1.0,0.6378,0.3731,0.0,0.714,0.1897,0.3,0.2954,0.0,0.0,0.0,0.7,0.3864,False,False,False,6.05,2.72,6.3,False,131.7,农药化肥,含B股/业绩预升/金融参股,31.8
000554,,0.4123,1.0,0.7432,0.0,0.0,0.4923,0.1991,0.0,0.0,0.0,1.0,0.0,0.0,0.3649,False,False,False,6.51,0.31,7.37,False,23.4,石油行业,油气改革,22.0
000555,,0.6672,1.0,0.7467,0.0,0.0,0.6787,0.2362,0.0,0.0,0.0,0.0,0.0,0.0,0.6389,False,False,False,11.08,2.69,13.91,False,108.0,电子信息,,14.0
000557,,0.6857,1.0,0.8304,0.0,0.0,0.085,0.0735,0.0,0.0,0.0,0.0,0.0,0.0,0.4062,False,False,False,3.91,-0.51,4.43,False,57.0,酿酒行业,陕甘宁,19.1
000558,,0.0,1.0,0.6419,0.0,0.0,0.0,0.265,0.3,0.2592,0.0,0.0,0.5,0.0,0.3901,False,False,False,4.01,2.56,4.09,False,51.7,房地产,振兴沈阳,22.3
000559,,0.5738,1.0,0.7679,0.1344,0.0,0.858,0.4499,0.3,0.0,0.0,1.0,0.0,1.0,0.5235,False,False,False,13.43,1.67,15.86,False,445.1,汽车制造,融资融券/锂电池/金融参股,17.3
000560,,0.667,1.0,0.7661,0.0,0.0,0.6855,0.212,0.6,0.0,0.0,0.0,0.0,0.0,0.6161,False,False,False,2.33,2.19,2.83,False,54.5,商业百货,业绩预降/参股金融,16.6
000561,,0.0,1.0,0.6981,0.0,0.0,0.1931,0.252,0.3,0.0,0.0,0.0,0.0,0.0,0.4529,False,False,False,7.95,2.85,9.12,False,61.7,电子信息,国防军工/军民融合/军工航天,14.0
000563,,0.0,0.9131,0.7653,0.0297,0.0,0.0,0.1287,0.3,0.0795,0.0,1.0,0.0,0.0,0.3407,False,False,False,2.94,3.52,3.13,False,150.3,金融行业,陕甘宁/金融参股,45.1
000564,,0.8413,1.0,0.7222,0.0,0.0,0.6175,0.1924,0.3,0.0,0.0,1.0,0.0,0.0,0.694,False,False,False,1.46,1.39,1.79,False,220.4,商业百货,三板精选/内贸规划/陕甘宁,16.6
000565,,0.1622,1.0,0.793,0.0164,0.0,0.7163,0.2608,0.3,0.0,0.0,0.0,0.0,1.0,0.4518,False,False,False,6.49,0.78,7.3,False,28.1,化工行业,成渝特区/金融参股,38.8
000566,,0.3111,1.0,0.7186,0.0,0.0,0.5522,0.0884,0.0,0.0,0.0,1.0,0.0,0.0,0.4191,False,False,False,3.88,2.37,4.72,False,50.3,生物制药,仿制药/海南自贸/抗癌,29.4
000592,,0.4623,1.0,0.6757,0.0,0.0,0.5825,0.2827,0.0,0.0,0.0,1.0,0.0,0.0,0.5284,False,False,False,7.58,2.43,9.88,False,145.2,农林牧渔,海峡西岸/金融改革/赛马概念,29.0
000599,,0.7684,1.0,0.8056,0.0,0.0,0.652,0.2258,0.0,0.0,0.0,0.0,0.0,0.0,0.4792,False,False,False,4.81,0.21,5.5,False,39.3,汽车制造,自贸区/日韩贸易,17.3
000600,,1.0,1.0,0.7087,1.0,1.0,0.662,0.5237,0.3,0.7695,1.0,1.0,0.5,1.0,0.3421,True,False,False,10.27,1.99,10.23,True,111.9,电力行业,碳中和/雄安新区/业绩预升,42.3
000601,,1.0,1.0,0.6522,1.0,0.343,0.8283,0.2767,0.6,0.1562,0.0,0.0,0.5,0.7,0.4445,True,False,False,6.74,-2.32,7.37,False,70.7,电力行业,光伏/低碳经济,42.3
000608,,0.0,0.9933,0.264,1.0,1.0,0.0,0.0,0.3,1.0,0.0,0.0,1.0,0.7,0.2427,False,False,False,6.44,3.04,4.47,True,48.0,房地产,外资背景/信托重仓,22.3
000612,,0.0,0.161,0.414,0.0576,0.0,0.052,0.2372,0.6,0.2854,0.0,0.0,0.0,1.0,0.4391,False,False,False,11.43,8.03,12.11,False,136.3,有色金属,业绩预升/金融参股/参股金融,43.6
000615,,0.8265,1.0,0.859,0.7235,0.3589,0.8479,0.4297,0.6,0.4197,0.0,1.0,0.0,0.7,0.381,True,False,False,3.37,1.81,3.48,False,31.2,化纤行业,雄安新区/金融参股/参股金融,20.3
000632,,0.5044,1.0,0.7498,0.0,0.0,0.0,0.4192,0.0,0.0,0.0,1.0,0.0,0.0,0.2833,False,False,False,3.78,1.34,4.24,False,17.6,综合行业,海峡西岸/参股金融,23.1
000652,,0.2427,1.0,0.751,0.0184,0.0,0.7075,0.0952,0.0,0.0,0.0,0.0,0.0,1.0,0.4172,False,False,False,3.58,2.87,3.91,False,52.2,综合行业,碳中和/低碳经济/固废处理,23.1
000668,,0.0,1.0,0.7885,1.0,1.0,0.4816,0.6494,1.0,1.0,0.0,0.0,1.0,0.7,0.3008,False,False,False,20.62,0.63,17.28,True,30.3,房地产,参股金融,22.3
000672,,0.0,1.0,0.748,1.0,1.0,0.7488,0.4993,0.6,1.0,1.0,0.0,0.0,1.0,0.2767,False,False,False,16.26,0.74,15.34,True,157.6,水泥行业,业绩预升,23.9
000676,,0.4828,1.0,0.7684,0.0,0.0,0.5704,0.2483,0.0,0.0,0.0,0.0,0.0,0.0,0.3714,False,False,False,5.57,1.83,6.82,False,70.1,仪器仪表,分拆上市,14.3
000677,,1.0,1.0,0.6685,0.0,0.0,0.0,0.6716,0.0,0.0,0.0,0.0,0.0,0.0,0.6734,False,False,False,1.8,-0.55,2.94,False,15.6,化纤行业,黄河三角,20.3
000678,,0.8462,0.7513,0.4792,0.1175,0.0,0.4748,0.2774,0.6,0.0,0.0,0.0,0.0,1.0,0.7275,False,False,False,9.78,-4.49,12.24,False,44.9,机械行业,金融参股,19.0
000679,,0.328,1.0,0.6544,0.1542,0.0,0.4816,0.1316,0.3,0.0,0.0,0.0,0.0,1.0,0.4775,False,False,False,6.15,2.84,6.65,False,21.9,商业百货,自贸区,16.6
000680,,0.0416,0.9581,0.6059,0.2019,0.0,0.3511,0.3478,0.6,0.0918,0.0,1.0,0.0,0.0,0.3986,False,False,False,10.48,3.25,11.33,False,137.8,机械行业,垃圾分类,19.0
000681,,0.9582,1.0,0.5053,0.5245,1.0,0.0465,0.3674,0.6,0.35,0.0,0.0,0.5,1.0,0.3386,True,False,False,21.36,-0.93,22.23,False,144.4,电子信息,业绩预升,14.0
000682,,0.6246,0.8525,0.7523,0.5016,0.0,0.6999,0.2261,0.3,0.1164,0.0,0.0,0.0,1.0,0.5122,False,False,False,12.3,3.89,13.25,False,164.9,发电设备,三板精选/智能电网/黄河三角,34.0
000683,,0.0,0.7277,0.4818,0.0,0.0,0.2808,0.09,0.3,0.0,0.0,0.0,0.0,1.0,0.5011,False,False,False,7.0,4.63,7.76,False,233.9,化工行业,,38.8
000685,,0.191,0.7033,0.6878,0.3466,0.0,0.5117,0.1796,0.3,0.1552,0.0,0.0,0.0,1.0,0.5195,False,False,False,10.74,4.78,11.36,False,133.9,供水供气,污水处理/节能环保/金融参股,22.8
000686,,0.0,0.5315,0.6126,0.1776,0.0,0.0461,0.1623,0.6,0.3415,0.0,1.0,0.0,0.0,0.4532,False,False,False,7.83,5.81,8.08,False,183.3,金融行业,融资融券/本月解禁/信托重仓,45.1
000688,,0.0,0.9153,0.3086,0.7112,0.7028,0.0361,0.2204,0.3,1.0,0.0,0.0,0.5,0.7,0.4429,False,False,False,46.91,3.51,40.55,True,555.9,,成渝特区,
000690,,0.6861,1.0,0.5712,0.8794,0.266,0.6789,0.3421,0.6,0.5346,0.0,1.0,0.0,0.7,0.4059,True,False,False,5.2,1.36,5.32,False,113.1,电力行业,民营银行/业绩预升/参股金融,42.3
