symbol,name,j_low,pct_calm,amplitude,trend_gap,dif,vol_shrink,yangyin,surge,ql_pos,bowl,washout_recover,ma_bull,weekly_cross,ml_score,sig_b1,sig_volume_b1,sig_zhixing,sig_needle,pattern_state,close,pct_change,yellow_line,above_yellow,float_mv_yi,sector,concepts,sector_score
000036,,0.5371,1.0,0.6732,0.0,0.0,0.475,0.1541,0.0,0.0,0.0,0.0,0.0,0.0,0.5828,False,False,False,False,无明确战法态,4.06,-0.49,4.91,False,57.0,房地产,前海概念/业绩预降/深圳本地,27.3
000037,,0.5549,1.0,0.7389,0.0,0.0,0.9085,0.193,0.3,0.0,0.0,1.0,0.0,0.0,0.676,False,False,False,False,无明确战法态,8.2,0.37,9.97,False,27.8,电力行业,含B股/深圳本地,12.0
000039,,0.122,1.0,0.7131,0.0,0.0,0.709,0.103,0.0,0.0,0.0,1.0,0.0,0.0,0.3635,False,False,False,False,无明确战法态,8.08,2.28,9.61,False,186.0,机械行业,含H股/前海概念/金融参股,21.4
000042,,0.2475,1.0,0.477,0.0,0.0,0.4045,0.1566,0.3,0.0,0.0,1.0,0.0,0.0,0.5389,False,False,False,False,无明确战法态,7.69,2.26,8.82,False,51.1,房地产,前海概念/深圳本地,27.3
000045,,0.6023,1.0,0.7614,0.0,0.0,0.6919,0.2042,0.0,0.0,0.0,1.0,0.0,0.0,0.5123,False,False,False,False,无明确战法态,9.58,0.84,11.0,False,43.8,纺织行业,含B股/深圳本地/深圳国企改革,22.0
000048,,0.0,1.0,0.5606,1.0,1.0,0.5978,0.4066,0.3,1.0,0.0,0.0,0.5,1.0,0.299,False,False,False,False,无明确战法态,21.91,0.27,18.72,True,116.0,农林牧渔,猪肉/业绩预升/深圳本地,23.4
000049,,0.0,1.0,0.7302,0.1344,0.2175,0.6313,0.297,0.0,0.2636,0.0,0.0,1.0,0.0,0.3992,False,False,False,False,无明确战法态,24.04,0.29,24.99,False,92.4,电器行业,锂电池/信托重仓/深圳本地,17.5
000050,,1.0,1.0,0.7371,0.8377,0.7056,0.6924,0.3243,0.3,0.0,0.0,0.0,0.5,1.0,0.531,True,False,False,False,B1候B2,8.04,2.29,8.81,False,195.8,电子器件,碳中和/华为概念/小米概念,46.5
000055,,0.7122,1.0,0.7523,0.1665,0.0,0.8236,0.1609,0.3,0.0,0.0,0.0,0.0,1.0,0.5022,False,False,False,False,无明确战法态,3.17,-1.86,3.56,False,21.4,建筑建材,光伏/乡村振兴/含B股,16.5
000056,,0.1119,1.0,0.726,1.0,1.0,0.8325,0.6164,0.0,1.0,0.0,0.0,1.0,1.0,0.2859,False,False,False,False,无明确战法态,2.21,0.91,1.93,True,20.0,房地产,含B股/深圳本地,27.3
000058,,0.4005,1.0,0.801,0.0,0.0,0.6429,0.1841,0.3,0.0,0.0,0.0,0.0,0.0,0.5209,False,False,False,False,无明确战法态,5.99,-0.66,7.01,False,59.0,电子器件,光伏/含B股/金融改革,46.5
000059,,0.0,1.0,0.7202,0.0,0.0,0.5595,0.2513,0.3,0.0,0.0,0.0,0.5,0.0,0.4022,False,False,False,False,无明确战法态,4.02,-0.74,4.52,False,64.3,石油行业,国防军工/军工航天/油气改革,38.2
000060,,0.7855,1.0,0.5953,0.6318,0.0,0.7309,0.2524,0.0,0.0,0.0,0.0,0.0,0.7,0.5827,False,False,False,False,B1候B2,6.49,-1.52,7.44,False,288.2,有色金属,黄金概念/稀缺资源/金融参股,21.9
000061,,0.0,1.0,0.7598,0.0,0.0,0.5813,0.2657,0.0,0.0,0.0,1.0,0.5,0.0,0.3962,False,False,False,False,无明确战法态,5.54,-0.18,6.39,False,99.4,农林牧渔,金融改革/业绩预降/深圳本地,23.4
000062,,0.0,0.6534,0.4526,0.598,0.6827,0.2781,0.4431,0.3,0.8355,0.0,0.0,1.0,0.0,0.4208,False,False,False,False,无明确战法态,32.14,-5.08,31.38,True,335.8,商业百货,雄安新区/互联金融/业绩预升,24.6
000063,,0.0,0.0,0.3635,0.469,0.6663,0.0,0.5234,0.9,1.0,0.0,0.0,0.5,0.7,0.5513,False,False,False,False,B2确认,40.33,9.38,37.02,True,1624.4,电子信息,5G概念/含H股/宽带提速,26.6
000065,,0.8082,1.0,0.7693,0.0,0.0,0.7198,0.2576,0.0,0.0,0.0,0.0,0.0,0.0,0.6034,False,False,False,False,无明确战法态,8.88,-0.89,11.57,False,86.6,建筑建材,国防军工/军工航天/深圳本地,16.5
000066,,0.0,1.0,0.3717,0.5777,1.0,0.2204,0.4651,0.0,1.0,0.0,0.0,1.0,0.0,0.402,False,False,False,False,B1候B2,19.88,2.95,18.14,True,641.2,电子信息,光伏/钠电池/华为概念,26.6
000068,,0.8769,1.0,0.708,0.0657,0.0,0.8669,0.1271,0.3,0.0,0.0,0.0,0.0,1.0,0.6263,False,False,False,False,无明确战法态,2.68,-2.19,3.16,False,27.0,电子器件,深圳本地,46.5
000069,,0.0375,1.0,0.7967,0.0,0.0,0.6282,0.1564,0.0,0.0,0.0,0.0,0.0,0.0,0.4803,False,False,False,False,无明确战法态,1.62,-1.22,1.9,False,111.8,酒店旅游,前海概念/业绩预升/整体上市,22.2
000070,,0.6042,0.7729,0.4795,0.7903,0.0,0.2937,0.4301,0.6,0.3172,0.0,0.0,0.0,0.7,0.4204,False,False,False,False,B1候B2,18.18,4.36,19.46,False,155.8,电子信息,光伏概念/百度概念/国防军工,26.6
000078,,0.0,0.4899,0.0,0.0,0.0,0.0,0.1994,0.3,0.0,0.0,0.0,1.0,0.0,0.5959,False,False,False,False,无明确战法态,1.86,-6.06,2.0,False,48.8,生物制药,抗癌/超级细菌/深圳本地,34.3
000088,,0.0,1.0,0.9204,0.1992,0.0105,0.7412,0.2002,0.3,0.2989,0.0,0.0,0.5,0.0,0.2921,False,False,False,False,无明确战法态,4.18,-0.24,4.32,False,132.2,交通运输,海上丝路/深圳本地/航运概念,26.2
000089,,0.0,1.0,0.8948,0.156,0.1147,0.4765,0.2388,0.0,0.2296,0.0,0.0,0.5,0.0,0.3575,False,False,False,False,无明确战法态,6.26,-1.26,6.53,False,128.4,交通运输,前海概念/整体上市/深圳本地,26.2
000090,,0.0,1.0,0.8263,0.0,0.0,0.8931,0.2131,0.0,0.0,0.0,0.0,0.0,0.0,0.4937,False,False,False,False,无明确战法态,3.05,-0.65,3.38,False,57.0,建筑建材,前海概念/深圳本地/深圳国企改革,16.5
000096,,0.0,1.0,0.7781,0.0,0.0,0.3865,0.2591,0.0,0.0,0.0,0.0,0.5,0.0,0.497,False,False,False,False,无明确战法态,7.17,-0.55,8.2,False,36.6,石油行业,油气改革/深圳本地,38.2
000099,,0.7311,1.0,0.7345,0.0,0.0,0.6453,0.2441,0.6,0.0,0.0,0.0,0.0,0.0,0.5783,False,False,False,False,无明确战法态,13.55,-1.88,16.14,False,105.1,交通运输,海南自贸/军工航天/深圳本地,26.2
000100,,0.7399,0.4418,0.5635,1.0,1.0,0.5166,0.5551,1.0,1.0,0.0,1.0,0.5,1.0,0.2907,False,True,False,False,B1候B2,5.36,6.35,4.9,True,1025.5,家电行业,光伏/光伏概念/华为概念,30.5
000151,,0.7291,1.0,0.6805,0.0298,0.0,0.7768,0.1878,0.3,0.0,0.0,0.0,0.0,1.0,0.6019,False,False,False,False,无明确战法态,9.24,-1.6,11.9,False,28.5,物资外贸,业绩预升,24.8
000153,,0.0,1.0,0.7212,0.0,0.0,0.5432,0.2599,0.0,0.0,0.0,0.0,0.5,0.0,0.3297,False,False,False,False,无明确战法态,5.23,-0.57,5.68,False,24.0,生物制药,皖江区域/抗癌/参股金融,34.3
000155,,0.7437,1.0,0.6794,0.0,0.0,0.5555,0.1955,0.0,0.0,0.0,0.0,0.0,0.0,0.6911,False,False,False,False,无明确战法态,10.98,-2.23,13.47,False,202.7,农药化肥,光伏/成渝特区/低碳经济,23.9
000156,,0.0,1.0,0.7444,0.0,0.0,0.5641,0.224,0.3,0.0,0.0,0.0,0.5,0.0,0.4028,False,False,False,False,无明确战法态,6.44,-1.23,6.92,False,109.5,传媒娱乐,业绩预升/短剧游戏/旅游概念,26.2
000157,,0.0,1.0,0.8601,0.0578,0.0225,0.6343,0.3987,0.0,0.0479,0.0,0.0,0.5,0.0,0.3025,False,False,False,False,无明确战法态,7.1,-0.7,7.61,False,502.0,机械行业,百度概念/含H股/长株潭,21.4
000158,,0.0012,1.0,0.7781,0.0,0.0,0.5304,0.3331,0.3,0.0,0.0,1.0,0.0,0.0,0.3581,False,False,False,False,无明确战法态,12.98,0.46,15.13,False,206.1,纺织行业,金融参股/参股金融/ERP概念,22.0
000159,,0.0,1.0,0.7676,0.0,0.0,0.8987,0.3165,0.3,0.0,0.0,0.0,0.5,0.0,0.4784,False,False,False,False,无明确战法态,5.5,0.92,6.07,False,26.4,石油行业,涉矿概念/油气改革/互联金融,38.2
000166,,0.0,1.0,0.8833,0.3769,0.7687,0.6113,0.5617,0.0,0.4908,0.0,0.0,0.5,0.0,0.3188,False,False,False,False,无明确战法态,4.59,0.44,4.58,True,1034.4,金融行业,新疆振兴,39.0
000301,,0.0,1.0,0.5424,0.4818,1.0,0.0,0.3966,0.3,0.8337,0.0,0.0,1.0,0.0,0.365,False,False,False,False,无明确战法态,12.48,-2.65,12.17,True,824.7,综合行业,光伏/业绩预升/分拆上市,24.9
000333,,0.0,1.0,0.8665,0.4297,0.3763,0.63,0.3303,0.0,0.6083,0.0,0.0,0.5,0.7,0.3519,False,False,False,False,无明确战法态,79.33,-0.1,79.13,True,5443.4,家电行业,整体上市/超级品牌/空气能热泵,30.5
000338,,0.0,1.0,0.6799,0.3475,0.0,0.7179,0.1555,0.0,0.4812,0.0,0.0,0.5,0.7,0.3214,False,False,False,False,无明确战法态,27.84,-0.25,29.13,False,1378.9,汽车制造,氢能源/含H股/社保重仓,20.5
000400,,0.7277,1.0,0.769,0.0,0.0,0.6514,0.1213,0.0,0.0,0.0,0.0,0.0,0.0,0.5461,False,False,False,False,无明确战法态,20.04,-0.79,23.9,False,202.7,发电设备,光伏/业绩预升/抽水蓄能,15.0
000401,,0.0,1.0,0.8459,0.0,0.0,0.7499,0.14,0.0,0.0,0.0,0.0,0.5,0.0,0.4634,False,False,False,False,无明确战法态,3.42,-1.16,3.88,False,90.0,水泥行业,京津冀/QFII重仓/水泥概念,30.4
000402,,0.3533,1.0,0.7796,0.0,0.0,0.757,0.2154,0.0,0.0,0.0,0.0,0.0,0.0,0.4471,False,False,False,False,无明确战法态,2.4,-0.83,2.7,False,71.7,房地产,碳交易/社保重仓/保险重仓,27.3
000403,,0.0,1.0,0.7564,0.0,0.0,0.7642,0.258,0.9,0.0,0.0,0.0,0.5,0.0,0.3621,False,False,False,False,无明确战法态,9.02,-0.11,10.93,False,84.8,生物制药,业绩预升,34.3
000404,,0.0153,0.2349,0.3896,0.5296,0.4741,0.3409,0.4355,0.3,0.3904,0.0,0.0,1.0,0.0,0.4749,False,False,False,False,无明确战法态,7.67,-7.59,7.93,False,53.1,机械行业,业绩预升/节能环保,21.4
000407,,0.1422,1.0,0.806,0.0,0.0,0.8036,0.192,0.3,0.0,0.0,0.0,0.5,0.0,0.4699,False,False,False,False,无明确战法态,3.74,-1.06,4.18,False,32.8,塑料制品,页岩气/油气改革/金融参股,12.0
000408,,0.2036,1.0,0.6088,0.0,0.0,0.3919,0.3198,0.0,0.0,0.0,0.0,0.5,0.0,0.4053,False,False,False,False,无明确战法态,68.84,-2.44,76.65,False,1079.9,商业百货,盐湖提锂/黄金概念/涉矿概念,24.6
000409,,0.3882,1.0,0.7958,0.0,0.0,0.7062,0.2571,0.3,0.0,0.0,0.0,0.0,0.0,0.4678,False,False,False,False,无明确战法态,8.11,-0.61,9.28,False,47.9,钢铁行业,深圳本地/多模态AI/ERP概念,20.4
000410,,0.4688,1.0,0.7792,0.0,0.0,0.8037,0.319,0.0,0.0,0.0,0.0,0.5,0.0,0.4877,False,False,False,False,无明确战法态,4.54,0.22,5.44,False,89.5,机械行业,朝鲜改革/智能机器/业绩预降,21.4
000411,,0.0,1.0,0.7917,0.0,0.0,0.9556,0.1254,0.0,0.0,0.0,0.0,0.5,1.0,0.5474,False,False,False,False,无明确战法态,9.45,-1.56,10.33,False,53.3,商业百货,业绩预升,24.6
000415,,0.0,1.0,0.7254,0.3967,1.0,0.3294,0.2836,0.3,0.6347,0.0,0.0,1.0,0.0,0.3967,False,False,False,False,无明确战法态,4.36,-0.23,4.33,True,235.1,金融行业,雄安新区/金融改革/海上丝路,39.0
000417,,0.6396,0.0,0.6707,0.8434,1.0,0.9299,0.5291,0.6,1.0,0.0,1.0,0.5,0.7,0.3755,False,False,False,False,B1候B2,8.24,10.01,7.83,True,64.2,商业百货,乡村振兴/黄金概念/皖江区域,24.6
000419,,0.0,1.0,0.7578,0.0,0.0,0.6748,0.2222,0.0,0.0,0.0,0.0,0.5,0.0,0.4342,False,False,False,False,无明确战法态,4.61,-1.5,5.11,False,25.1,商业百货,长株潭/金融改革/金融参股,24.6
000420,,0.9465,1.0,0.7537,0.0,0.0,0.7569,0.2687,0.3,0.0,0.0,0.0,0.0,0.0,0.5811,False,False,False,False,无明确战法态,3.75,-1.06,4.4,False,92.2,化纤行业,朝鲜改革/冰雪产业/碳纤维,16.4
000421,,0.0,1.0,0.7674,0.0,0.0,0.6009,0.1462,0.0,0.0,0.0,0.0,0.5,0.0,0.4442,False,False,False,False,无明确战法态,5.1,-1.16,5.64,False,29.3,交通运输,金融改革/业绩预降/动力电池回收,26.2
000422,,1.0,1.0,0.816,0.0848,0.0455,0.7782,0.3245,0.6,0.0,0.0,0.0,0.5,0.0,0.5004,False,False,False,False,无明确战法态,13.17,1.0,14.5,False,139.3,农药化肥,业绩预降/信托重仓/化肥,23.9
000423,,0.0,1.0,0.8439,0.1395,0.0992,0.7758,0.2065,0.3,0.3294,0.0,0.0,0.5,0.0,0.3717,False,False,False,False,无明确战法态,46.8,-0.4,48.29,False,300.8,生物制药,基金重仓/农业种植/预制菜,34.3
000425,,0.0,1.0,0.7715,0.0,0.0,0.7356,0.2882,0.3,0.0,0.0,0.0,0.5,0.0,0.4185,False,False,False,False,无明确战法态,8.35,-1.3,9.28,False,751.6,机械行业,国防军工/军工航天/农机,21.4
000426,,0.3275,1.0,0.4884,0.0,0.0,0.5047,0.3179,0.3,0.0,0.0,0.0,0.5,0.0,0.624,False,False,False,False,无明确战法态,32.35,-2.65,39.32,False,574.3,有色金属,黄金概念/信托重仓/参股金融,21.9
000428,,0.0299,1.0,0.7849,0.0,0.0,0.5335,0.1148,0.0,0.0,0.0,0.0,0.0,0.0,0.4124,False,False,False,False,无明确战法态,3.04,-1.94,3.4,False,31.0,酒店旅游,长株潭/业绩预升/分拆上市,22.2
000429,,0.0,0.5489,0.6241,0.7539,1.0,0.0766,0.3949,0.3,0.8797,0.0,0.0,1.0,0.7,0.4041,False,False,False,False,无明确战法态,13.88,-5.71,13.49,True,180.9,公路桥梁,含B股/业绩预降/参股金融,33.0
000430,,0.8216,0.8352,0.7436,0.3215,0.0,0.0,0.3112,0.0,0.0,0.0,0.0,0.0,0.7,0.4666,False,False,False,False,无明确战法态,6.74,-3.99,7.53,False,25.0,酒店旅游,长株潭/业绩预降/金融参股,22.2
000488,,0.0,1.0,0.803,0.0,0.0,0.7376,0.2123,0.3,0.0,0.0,0.0,0.5,0.0,0.4183,False,False,False,False,无明确战法态,2.0,-1.48,2.18,False,33.9,造纸行业,含H股/含B股/业绩预升,25.7
000498,,0.0,1.0,0.8381,0.0,0.0,0.4218,0.2798,0.0,0.0,0.0,0.0,0.5,0.0,0.4318,False,False,False,False,无明确战法态,4.85,-1.82,5.2,False,70.3,建筑建材,同花顺中特估100,16.5
000501,,0.0,1.0,0.8164,0.0,0.0,0.7087,0.2077,0.3,0.0,0.0,0.0,0.5,0.0,0.3913,False,False,False,False,无明确战法态,6.9,0.0,7.49,False,53.0,商业百货,白酒概念/武汉规划/内贸规划,24.6
000503,,0.0,1.0,0.8315,0.0,0.0,0.7034,0.305,0.3,0.0,0.0,1.0,0.0,0.0,0.3646,False,False,False,False,无明确战法态,6.3,-0.47,7.07,False,61.7,电子信息,海南自贸/电商概念/分拆上市,26.6
000504,,0.0,0.9672,0.3436,0.0,0.0,0.0,0.0,0.0,0.1556,0.0,1.0,0.5,0.0,0.3366,False,False,False,False,无明确战法态,8.07,3.2,8.47,False,26.6,传媒娱乐,免疫治疗/信托重仓,26.2
000505,,0.0,1.0,0.7833,0.0,0.0,0.7323,0.2216,0.0,0.0,0.0,1.0,0.5,0.0,0.388,False,False,False,False,无明确战法态,5.21,-0.38,5.79,False,32.9,房地产,海南自贸/含B股/金融参股,27.3
000506,,0.0,1.0,0.4983,0.0,0.0,0.0,0.3068,0.0,0.0399,0.0,1.0,0.5,0.0,0.3001,False,False,False,False,无明确战法态,13.41,-0.07,14.46,False,124.5,房地产,黄河三角/黄金概念/涉矿概念,27.3
000507,,0.9093,1.0,0.8575,0.1038,0.0,0.7819,0.2209,0.6,0.0037,0.0,0.0,0.0,0.0,0.3808,False,False,False,False,无明确战法态,4.63,-1.07,5.0,False,41.8,交通运输,光伏/海上丝路/国企改革,26.2
000509,,0.6336,1.0,0.6004,0.1374,0.0,0.8845,0.1383,0.0,0.0,0.0,0.0,0.0,1.0,0.6444,False,False,False,False,无明确战法态,3.2,0.95,3.87,False,34.3,建筑建材,成渝特区,16.5
000510,,1.0,1.0,0.4407,1.0,1.0,0.6557,0.2906,0.9,0.7443,0.0,1.0,0.5,1.0,0.4607,True,False,False,False,B1候B2,19.48,0.26,20.0,False,118.2,化工行业,成渝特区/准ST股/金融参股,21.1
000513,,0.0,1.0,0.808,0.1647,0.348,0.4774,0.5097,0.3,0.1837,0.0,0.0,0.5,0.0,0.3375,False,False,False,False,无明确战法态,29.86,-1.16,31.03,False,169.6,生物制药,含H股/生物疫苗/基因概念,34.3
000514,,0.0,1.0,0.7658,0.0,0.0,0.5778,0.2313,0.0,0.0,0.0,1.0,0.5,0.0,0.4204,False,False,False,False,无明确战法态,3.7,0.0,4.21,False,31.2,房地产,成渝特区/参股金融,27.3
000516,,0.0,0.9444,0.6923,0.0,0.0,0.0678,0.3846,0.6,0.1311,0.0,0.0,0.5,0.0,0.3896,False,False,False,False,无明确战法态,4.03,3.33,4.22,False,88.4,商业百货,免疫治疗/民营医院/陕甘宁,24.6
000517,,0.0,1.0,0.7206,0.0,0.0,0.7318,0.1663,0.3,0.0117,0.0,1.0,0.5,1.0,0.4114,False,False,False,False,无明确战法态,1.71,2.4,1.84,False,42.6,房地产,业绩预升,27.3
000518,,0.0,0.7583,0.1274,0.7769,1.0,0.0,0.5955,0.0,1.0,0.0,0.0,1.0,0.7,0.3546,False,False,False,False,无明确战法态,3.99,4.45,3.29,True,41.1,生物制药,抗癌,34.3
000519,,0.7578,1.0,0.5181,0.8673,0.6232,0.286,0.3756,0.3,0.025,0.0,0.0,0.0,1.0,0.5455,True,False,False,False,B1候B2,17.91,-2.66,19.52,False,249.4,机械行业,国防军工/成渝特区/军工航天,21.4
000520,,0.0,1.0,0.6667,0.6025,1.0,0.738,0.232,1.0,0.7085,0.0,0.0,0.5,1.0,0.3635,False,False,False,False,B2确认,4.32,-1.82,4.19,True,43.7,交通运输,准ST股/整体上市/航运概念,26.2
000521,,0.2326,0.6565,0.6626,0.3731,0.7456,0.2824,0.3374,0.3,0.1287,0.0,0.0,1.0,0.0,0.4515,False,False,False,False,无明确战法态,5.44,-5.06,5.7,False,47.6,家电行业,含B股/皖江区域/券商重仓,30.5
000523,,0.0,1.0,0.7972,0.0,0.0,0.5736,0.2704,0.0,0.0,0.0,0.0,0.5,0.0,0.4952,False,False,False,False,无明确战法态,2.64,0.38,2.98,False,35.0,化工行业,代糖概念/广东自贸区,21.1
000525,,0.0,0.6453,0.6068,0.0,0.0,0.2046,0.3082,0.6,0.0,0.0,1.0,0.5,0.0,0.3938,False,False,False,False,无明确战法态,4.1,5.13,4.68,False,45.6,农药化肥,沿海发展/草甘膦/农村电商,23.9
000526,,0.0,1.0,0.7478,0.0,0.0,0.5825,0.2417,0.0,0.0,0.0,0.0,0.5,0.0,0.3379,False,False,False,False,无明确战法态,25.91,-2.96,29.06,False,31.0,房地产,海峡西岸/福建自贸区/体育产业,27.3
000528,,0.0,1.0,0.7852,0.0,0.0,0.5709,0.2498,0.3,0.0,0.0,0.0,0.5,0.0,0.3661,False,False,False,False,无明确战法态,7.9,-2.11,8.57,False,160.7,机械行业,券商重仓/农机/碳纤维,21.4
000529,,0.0,1.0,0.8104,0.0,0.0,0.5436,0.2452,0.6,0.0,0.0,0.0,0.5,0.0,0.374,False,False,False,False,无明确战法态,4.51,-1.31,4.96,False,25.7,食品行业,猪肉/广东自贸区,27.9
000530,,0.4943,1.0,0.7206,0.0,0.0,0.8554,0.3289,0.0,0.0,0.0,0.0,0.0,1.0,0.4776,False,False,False,False,无明确战法态,4.98,-0.6,5.71,False,29.9,机械行业,含B股/金融参股/振兴沈阳,21.4
000531,,0.7727,1.0,0.8112,0.0,0.0,0.9515,0.2188,0.0,0.0,0.0,0.0,0.0,0.0,0.753,False,False,False,False,无明确战法态,5.59,-1.06,6.64,False,50.9,电力行业,光伏/参股金融/虚拟电厂,12.0
000532,,0.5423,1.0,0.7767,0.0,0.0,0.8677,0.254,0.3,0.0,0.0,0.0,0.0,0.0,0.504,False,False,False,False,无明确战法态,10.37,-0.77,12.08,False,35.6,电子信息,业绩预升/横琴新区,26.6
000533,,0.4455,1.0,0.6283,0.0,0.0,0.771,0.1042,0.0,0.0,0.0,1.0,0.0,0.0,0.6837,False,False,False,False,无明确战法态,8.77,1.86,11.14,False,60.1,家电行业,业绩预升/金融参股/参股金融,30.5
000534,,0.0,1.0,0.657,0.0,0.0,0.7041,0.233,0.3,0.0,0.0,0.0,0.5,0.0,0.4252,False,False,False,False,无明确战法态,29.25,-0.98,32.64,False,146.5,房地产,大飞机/涉矿概念,27.3
000536,,0.1111,1.0,0.3975,0.0,0.0,0.6305,0.2276,0.9,0.0,0.0,1.0,1.0,0.0,0.2558,False,False,False,False,无明确战法态,3.49,1.75,3.82,False,96.4,电子器件,海峡西岸/触摸屏/保险重仓,46.5
000537,,0.5891,1.0,0.78,0.0,0.0,0.8625,0.0841,0.0,0.0,0.0,0.0,0.0,0.0,0.6395,False,False,False,False,无明确战法态,6.94,-0.43,8.78,False,142.7,房地产,海南自贸/京津冀/光热发电,27.3
000538,,0.0,1.0,0.8754,0.2169,0.2818,0.6641,0.2546,0.0,0.2743,0.0,0.0,0.5,0.0,0.3247,False,False,False,False,无明确战法态,48.36,-0.64,49.96,False,857.4,生物制药,业绩预升/金融参股/保险重仓,34.3
000539,,0.7556,0.9774,0.6864,0.4943,0.0,0.8715,0.2411,0.3,0.0,0.0,1.0,0.0,0.7,0.6027,False,False,False,False,无明确战法态,5.92,3.14,6.85,False,151.3,电力行业,光伏/光伏概念/含B股,12.0
000541,,0.9755,1.0,0.761,0.2205,0.4684,0.6167,0.332,0.6,0.0,0.0,0.0,0.5,0.0,0.4268,False,False,False,False,无明确战法态,4.91,-2.19,5.28,False,60.4,家电行业,低碳经济/含B股/绿色照明,30.5
000543,,0.3286,1.0,0.8093,0.1734,0.0,0.8437,0.1327,0.0,0.0229,0.0,0.0,0.5,1.0,0.4317,False,False,False,False,无明确战法态,7.56,-1.69,8.23,False,171.4,电力行业,碳交易/皖江区域/业绩预升,12.0
000544,,0.0,1.0,0.8791,0.0,0.0,0.4853,0.2693,0.0,0.0,0.0,0.0,0.5,0.0,0.4433,False,False,False,False,无明确战法态,7.08,-1.26,7.72,False,69.0,环保行业,垃圾分类/固废处理/业绩预降,18.9
000545,,0.0,1.0,0.6992,0.0,0.6265,0.4532,0.1832,0.3,0.3582,0.0,0.0,1.0,0.0,0.383,False,False,False,False,无明确战法态,2.65,-0.38,2.7,False,26.1,化工行业,朝鲜改革/业绩预升/钛白粉概念,21.1
000546,,0.674,1.0,0.6392,0.0,0.0,0.7674,0.2593,0.0,0.0,0.0,0.0,0.0,0.0,0.6796,False,False,False,False,无明确战法态,4.54,-1.73,5.54,False,31.6,水泥行业,朝鲜改革/垃圾分类/金属镍,30.4
000547,,0.8283,1.0,0.5761,0.0,0.0,0.6591,0.2551,0.6,0.0,0.0,1.0,0.0,0.0,0.5464,False,False,False,False,无明确战法态,16.52,2.99,21.32,False,262.5,电子信息,国防军工/海峡西岸/军工航天,26.6
000548,,0.3003,1.0,0.7896,0.0,0.0,0.7528,0.1136,0.0,0.0,0.0,0.0,0.5,0.0,0.4794,False,False,False,False,无明确战法态,4.08,-0.97,4.66,False,20.4,公路桥梁,长株潭/业绩预降,33.0
000550,,0.0,1.0,0.8148,0.1936,0.0,0.6323,0.3386,0.3,0.0394,0.0,0.0,0.5,0.0,0.2967,False,False,False,False,无明确战法态,16.22,-2.05,17.27,False,84.1,汽车制造,含B股/社保重仓,20.5
