symbol,name,j_low,pct_calm,amplitude,trend_gap,dif,vol_shrink,yangyin,surge,ql_pos,bowl,washout_recover,ma_bull,weekly_cross,ml_score,sig_b1,sig_volume_b1,sig_zhixing,sig_needle,pattern_state,close,pct_change,yellow_line,above_yellow,float_mv_yi,sector,concepts,sector_score
000048,,0.0,0.6652,0.6631,1.0,1.0,0.5874,0.3051,0.3,1.0,0.0,0.0,1.0,1.0,0.3223,False,False,False,False,无明确战法态,21.24,-5.01,18.01,True,112.4,农林牧渔,猪肉/业绩预升/深圳本地,39.0
000049,,0.0,0.7902,0.6465,0.0358,0.0,0.2532,0.2283,0.0,0.5328,0.0,0.0,0.5,0.0,0.4757,False,False,False,False,无明确战法态,24.97,4.26,25.09,False,96.0,电器行业,锂电池/信托重仓/深圳本地,33.2
000050,,0.8327,0.3671,0.4782,0.9525,1.0,0.3804,0.3608,0.3,0.7705,1.0,0.0,0.5,1.0,0.4042,False,False,False,False,无明确战法态,9.05,-6.8,8.85,True,220.4,电子器件,碳中和/华为概念/小米概念,73.7
000055,,0.257,1.0,0.8611,0.2792,0.0,0.7973,0.1637,0.3,0.0037,0.0,0.0,0.0,1.0,0.4475,False,False,False,False,无明确战法态,3.37,0.3,3.62,False,22.8,建筑建材,光伏/乡村振兴/含B股,28.0
000056,,0.0,1.0,0.3884,0.8478,1.0,0.4435,0.6563,0.0,1.0,0.0,0.0,1.0,1.0,0.2937,False,False,False,False,无明确战法态,2.24,2.75,1.86,True,20.2,房地产,含B股/深圳本地,29.9
000058,,0.0,1.0,0.8817,0.0,0.0,0.635,0.2075,0.3,0.0,0.0,0.0,0.0,0.0,0.572,False,False,False,False,无明确战法态,6.29,1.45,7.17,False,61.9,电子器件,光伏/含B股/金融改革,73.7
000059,,0.0,1.0,0.4378,0.0,0.0,0.0374,0.2269,0.3,0.0,0.0,0.0,0.0,0.0,0.424,False,False,False,False,无明确战法态,4.07,-1.93,4.58,False,65.1,石油行业,国防军工/军工航天/油气改革,26.5
000060,,1.0,1.0,0.6761,0.8078,0.6564,0.7089,0.307,0.0,0.4913,0.0,0.0,0.5,0.7,0.4234,True,False,False,False,B1候B2,7.23,-2.43,7.54,False,321.1,有色金属,黄金概念/稀缺资源/金融参股,36.0
000061,,0.0,1.0,0.7998,0.0,0.0,0.5432,0.2639,0.3,0.0,0.0,0.0,0.0,0.0,0.4907,False,False,False,False,无明确战法态,5.66,0.0,6.52,False,101.6,农林牧渔,金融改革/业绩预降/深圳本地,39.0
000062,,0.1412,1.0,0.5791,0.6254,0.1669,0.7365,0.3392,0.3,0.6666,1.0,0.0,0.5,0.0,0.3382,False,False,False,False,无明确战法态,31.18,1.46,31.11,True,325.8,商业百货,雄安新区/互联金融/业绩预升,30.2
000063,,0.2823,0.9998,0.5847,0.5295,0.3443,0.6352,0.343,0.3,0.4061,0.0,0.0,0.0,0.7,0.3779,False,False,False,False,B1候B2,36.38,3.0,37.01,False,1465.3,电子信息,5G概念/含H股/宽带提速,32.2
000065,,0.991,1.0,0.8707,0.0,0.0,0.7817,0.2999,0.0,0.0,0.0,0.0,0.0,0.0,0.5557,False,False,False,False,无明确战法态,9.77,-0.31,12.05,False,95.3,建筑建材,国防军工/军工航天/深圳本地,28.0
000066,,1.0,1.0,0.7031,0.6077,0.4611,0.858,0.2864,0.0,0.3971,0.0,0.0,0.5,0.0,0.4314,True,False,False,False,B1候B2,17.11,-1.04,17.88,False,551.9,电子信息,光伏/钠电池/华为概念,32.2
000068,,0.0,1.0,0.7092,0.219,0.0,0.6951,0.1379,0.3,0.0,0.0,0.0,0.0,1.0,0.4616,False,False,False,False,B1候B2,2.99,0.34,3.23,False,30.1,电子器件,深圳本地,73.7
000069,,0.0,1.0,0.6806,0.0,0.0,0.484,0.1851,0.3,0.0,0.0,0.0,0.0,0.0,0.4663,False,False,False,False,无明确战法态,1.67,0.0,1.95,False,115.2,酒店旅游,前海概念/业绩预升/整体上市,29.9
000070,,1.0,1.0,0.5642,1.0,0.9772,0.6279,0.4469,0.6,0.233,0.0,0.0,0.5,0.7,0.5406,True,False,False,False,B1候B2,17.99,0.5,19.55,False,154.1,电子信息,光伏概念/百度概念/国防军工,32.2
000078,,0.0,0.6784,0.7183,0.0,0.0,0.6541,0.1856,0.0,0.0,0.0,0.0,0.0,0.0,0.7819,False,False,False,False,无明确战法态,1.49,4.93,2.03,False,39.1,生物制药,抗癌/超级细菌/深圳本地,47.0
000088,,0.0,1.0,0.887,0.1894,0.0,0.8131,0.2004,0.3,0.2223,0.0,0.0,0.0,0.0,0.3977,False,False,False,False,无明确战法态,4.15,0.48,4.35,False,131.3,交通运输,海上丝路/深圳本地/航运概念,32.0
000089,,0.0,1.0,0.8296,0.1137,0.0,0.3524,0.2489,0.0,0.3106,0.0,0.0,0.0,0.0,0.469,False,False,False,False,无明确战法态,6.36,1.6,6.56,False,130.4,交通运输,前海概念/整体上市/深圳本地,32.0
000090,,0.3534,1.0,0.8689,0.0721,0.0,0.8449,0.2969,0.3,0.0,0.0,0.0,0.0,0.0,0.4135,False,False,False,False,无明确战法态,3.09,1.31,3.44,False,57.7,建筑建材,前海概念/深圳本地/深圳国企改革,28.0
000096,,0.0,1.0,0.8422,0.0,0.0,0.4767,0.2573,0.0,0.0,0.0,0.0,0.0,0.0,0.497,False,False,False,False,无明确战法态,7.32,1.95,8.35,False,37.4,石油行业,油气改革/深圳本地,26.5
000099,,0.4161,1.0,0.853,0.0,0.0,0.6788,0.2442,0.6,0.0,0.0,0.0,0.0,0.0,0.458,False,False,False,False,无明确战法态,14.72,1.45,16.53,False,114.2,交通运输,海南自贸/军工航天/深圳本地,32.0
000100,,0.0,0.7399,0.4707,1.0,1.0,0.3446,0.6057,1.0,1.0,0.0,0.0,1.0,1.0,0.2814,False,False,False,False,无明确战法态,5.65,-4.56,4.83,True,1081.0,家电行业,光伏/光伏概念/华为概念,35.7
000151,,0.8839,1.0,0.7905,0.3628,0.0,0.7094,0.3127,0.9,0.0,0.0,0.0,0.0,1.0,0.4088,False,False,False,False,无明确战法态,10.59,0.86,12.37,False,32.6,物资外贸,业绩预升,29.8
000153,,0.0,1.0,0.811,0.0,0.0,0.3527,0.2435,0.0,0.0828,0.0,0.0,0.0,0.0,0.4873,False,False,False,False,无明确战法态,5.43,2.65,5.73,False,24.9,生物制药,皖江区域/抗癌/参股金融,47.0
000155,,0.4112,1.0,0.8015,0.0,0.0,0.8019,0.307,0.0,0.0,0.0,0.0,0.0,0.0,0.4273,False,False,False,False,无明确战法态,12.01,-0.66,13.79,False,221.7,农药化肥,光伏/成渝特区/低碳经济,33.4
000156,,0.6528,1.0,0.7792,0.0,0.0,0.6897,0.1704,0.3,0.0,0.0,0.0,0.0,0.0,0.4572,False,False,False,False,无明确战法态,6.48,2.21,6.99,False,110.2,传媒娱乐,业绩预升/短剧游戏/旅游概念,29.0
000157,,0.3956,1.0,0.8472,0.0498,0.0,0.5581,0.3524,0.0,0.06,0.0,0.0,0.0,0.0,0.3671,False,False,False,False,无明确战法态,7.17,2.72,7.68,False,506.9,机械行业,百度概念/含H股/长株潭,36.7
000158,,0.4587,1.0,0.8466,0.0,0.0,0.6813,0.2929,0.3,0.0,0.0,0.0,0.0,0.0,0.4806,False,False,False,False,无明确战法态,12.89,-1.15,15.55,False,204.7,纺织行业,金融参股/参股金融/ERP概念,36.5
000159,,0.0,1.0,0.8182,0.0,0.0,0.8673,0.2641,0.3,0.0,0.0,0.0,0.0,0.0,0.5019,False,False,False,False,无明确战法态,5.57,1.27,6.15,False,26.8,石油行业,涉矿概念/油气改革/互联金融,26.5
000166,,0.0,1.0,0.8378,0.3175,0.6305,0.3357,0.4997,0.0,0.4671,0.0,0.0,0.5,0.0,0.3676,False,False,False,False,无明确战法态,4.56,0.88,4.58,False,1027.6,金融行业,新疆振兴,39.0
000301,,0.0,0.9087,0.538,0.3493,0.4399,0.0685,0.3637,0.0,0.9652,0.0,0.0,0.5,0.0,0.4184,False,False,False,False,无明确战法态,12.55,3.55,12.06,True,829.3,综合行业,光伏/业绩预升/分拆上市,28.4
000333,,0.0,1.0,0.7758,0.4558,0.0652,0.1692,0.3092,0.0,0.4708,0.0,0.0,0.0,0.7,0.3766,False,False,False,False,无明确战法态,77.96,1.23,79.06,False,5349.4,家电行业,整体上市/超级品牌/空气能热泵,35.7
000338,,0.3147,0.4015,0.3636,0.4057,0.0,0.458,0.1257,0.0,0.5728,0.0,1.0,0.0,0.7,0.3395,False,False,False,False,无明确战法态,28.14,6.59,29.26,False,1393.8,汽车制造,氢能源/含H股/社保重仓,40.0
000400,,0.783,1.0,0.876,0.0,0.0,0.7845,0.1719,0.0,0.0,0.0,1.0,0.0,0.0,0.4467,False,False,False,False,无明确战法态,21.17,1.0,24.47,False,214.2,发电设备,光伏/业绩预升/抽水蓄能,28.3
000401,,0.0,1.0,0.8459,0.0,0.0,0.6111,0.2712,0.3,0.0,0.0,0.0,0.0,0.0,0.4681,False,False,False,False,无明确战法态,3.54,2.31,3.95,False,93.1,水泥行业,京津冀/QFII重仓/水泥概念,35.7
000402,,0.5179,1.0,0.8361,0.1113,0.0,0.8342,0.3034,0.3,0.0,0.0,0.0,0.0,0.0,0.4469,False,False,False,False,无明确战法态,2.46,0.82,2.76,False,73.5,房地产,碳交易/社保重仓/保险重仓,29.9
000403,,0.0,1.0,0.7234,0.0,0.0,0.6451,0.4266,0.6,0.0,0.0,0.0,0.0,0.0,0.4994,False,False,False,False,无明确战法态,9.29,1.42,11.31,False,87.4,生物制药,业绩预升,47.0
000404,,0.0,1.0,0.7791,0.4354,0.2687,0.5143,0.3028,0.3,0.8373,0.0,0.0,0.5,0.0,0.3692,False,False,False,False,无明确战法态,8.13,-0.25,7.91,True,56.3,机械行业,业绩预升/节能环保,36.7
000407,,0.0,0.6182,0.4709,0.0,0.0,0.0841,0.2011,0.3,0.1182,0.0,0.0,0.0,0.0,0.5015,False,False,False,False,无明确战法态,3.98,5.29,4.23,False,34.9,塑料制品,页岩气/油气改革/金融参股,33.5
000408,,0.0,0.6523,0.6476,0.0,0.0,0.2155,0.3248,0.0,0.2446,0.0,0.0,0.0,0.0,0.4676,False,False,False,False,无明确战法态,73.35,5.09,77.7,False,1150.7,商业百货,盐湖提锂/黄金概念/涉矿概念,30.2
000409,,0.0,1.0,0.8962,0.0,0.0,0.8144,0.1439,0.3,0.0,0.0,0.0,0.0,0.0,0.5359,False,False,False,False,无明确战法态,8.45,1.2,9.48,False,49.9,钢铁行业,深圳本地/多模态AI/ERP概念,29.8
000410,,0.0,1.0,0.8126,0.0,0.0,0.6003,0.2651,0.0,0.0,0.0,0.0,0.0,0.0,0.6016,False,False,False,False,无明确战法态,5.04,1.2,5.57,False,99.3,机械行业,朝鲜改革/智能机器/业绩预降,36.7
000411,,0.0,1.0,0.8648,0.0,0.0,0.9666,0.1458,0.0,0.0,0.0,0.0,0.0,1.0,0.5282,False,False,False,False,无明确战法态,9.54,1.81,10.51,False,53.8,商业百货,业绩预升,30.2
000415,,0.0,0.7496,0.6998,0.258,0.6602,0.3891,0.2431,0.3,0.8184,0.0,0.0,0.5,0.0,0.4515,False,False,False,False,无明确战法态,4.41,4.5,4.31,True,237.8,金融行业,雄安新区/金融改革/海上丝路,39.0
000417,,0.0,0.9949,0.7203,0.8193,1.0,0.7238,0.2984,0.6,1.0,0.0,0.0,1.0,0.7,0.295,False,False,False,False,无明确战法态,8.32,-3.03,7.81,True,64.8,商业百货,乡村振兴/黄金概念/皖江区域,30.2
000419,,0.0,1.0,0.8433,0.0,0.0,0.5259,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.5173,False,False,False,False,无明确战法态,4.77,1.92,5.17,False,25.9,商业百货,长株潭/金融改革/金融参股,30.2
000420,,0.1365,1.0,0.7543,0.0,0.0,0.6062,0.2691,0.3,0.0406,0.0,0.0,0.0,0.0,0.4614,False,False,False,False,无明确战法态,4.15,1.97,4.48,False,102.0,化纤行业,朝鲜改革/冰雪产业/碳纤维,37.1
000421,,0.0,0.8839,0.7406,0.0,0.0,0.4416,0.1105,0.0,0.0,0.0,0.0,0.0,0.0,0.6027,False,False,False,False,无明确战法态,5.33,3.7,5.7,False,30.6,交通运输,金融改革/业绩预降/动力电池回收,32.0
000422,,0.0,0.8564,0.6612,0.0343,0.5536,0.2526,0.3335,0.6,0.385,0.0,0.0,1.0,0.0,0.4287,False,False,False,False,无明确战法态,14.19,-3.86,14.59,False,150.1,农药化肥,业绩预降/信托重仓/化肥,33.4
000423,,0.0,1.0,0.8938,0.0894,0.0,0.7832,0.2397,0.3,0.3235,0.0,0.0,0.5,0.0,0.2962,False,False,False,False,无明确战法态,47.09,-0.02,48.51,False,302.7,生物制药,基金重仓/农业种植/预制菜,47.0
000425,,0.0,1.0,0.8254,0.0,0.0,0.5392,0.2876,0.6,0.0,0.0,0.0,0.0,0.0,0.462,False,False,False,False,无明确战法态,8.42,0.24,9.42,False,757.9,机械行业,国防军工/军工航天/农机,36.7
000426,,0.4016,1.0,0.6738,0.0,0.0,0.3708,0.3399,0.3,0.0,0.0,0.0,0.0,0.0,0.4206,False,False,False,False,无明确战法态,35.34,2.94,40.32,False,627.3,有色金属,黄金概念/信托重仓/参股金融,36.0
000428,,0.2556,1.0,0.7849,0.0,0.0,0.7687,0.1013,0.0,0.0,0.0,0.0,0.0,0.0,0.4207,False,False,False,False,无明确战法态,3.11,0.32,3.45,False,31.7,酒店旅游,长株潭/业绩预升/分拆上市,29.9
000429,,0.0,1.0,0.8986,0.7323,0.8917,0.692,0.4724,0.0,0.9304,0.0,0.0,0.5,0.7,0.3035,False,False,False,False,无明确战法态,13.89,0.58,13.34,True,181.0,公路桥梁,含B股/业绩预降/参股金融,32.0
000430,,0.2028,1.0,0.8196,0.4264,0.0,0.0,0.4733,0.0,0.3935,0.0,0.0,0.0,0.7,0.3638,False,False,False,False,无明确战法态,7.41,0.27,7.62,False,27.5,酒店旅游,长株潭/业绩预降/金融参股,29.9
000488,,0.0,0.83,0.6315,0.0,0.0,0.4381,0.217,0.3,0.0907,0.0,0.0,0.0,0.0,0.5613,False,False,False,False,无明确战法态,2.07,4.02,2.21,False,35.1,造纸行业,含H股/含B股/业绩预升,31.9
000498,,0.0,1.0,0.9046,0.0,0.0,0.5835,0.3106,0.0,0.0705,0.0,0.0,0.0,0.0,0.4198,False,False,False,False,无明确战法态,4.95,1.23,5.26,False,71.7,建筑建材,同花顺中特估100,28.0
000501,,0.0,1.0,0.8283,0.0,0.0,0.5899,0.3162,0.9,0.0,0.0,0.0,0.5,0.0,0.3418,False,False,False,False,无明确战法态,7.08,1.29,7.59,False,54.4,商业百货,白酒概念/武汉规划/内贸规划,30.2
000503,,0.3724,1.0,0.7672,0.0,0.0,0.6571,0.2691,0.6,0.0,0.0,0.0,0.0,0.0,0.4462,False,False,False,False,无明确战法态,6.32,0.32,7.22,False,61.9,电子信息,海南自贸/电商概念/分拆上市,32.2
000504,,0.0,0.9387,0.7064,0.0,0.0,0.0,0.0,0.0,0.0252,0.0,0.0,0.0,0.0,0.4635,False,False,False,False,无明确战法态,7.98,3.37,8.57,False,26.3,传媒娱乐,免疫治疗/信托重仓,29.0
000505,,0.0,1.0,0.7972,0.0,0.0,0.8098,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.5282,False,False,False,False,无明确战法态,5.3,0.76,5.88,False,33.5,房地产,海南自贸/含B股/金融参股,29.9
000506,,0.0,0.0,0.6458,0.0,0.0,0.7079,0.2905,0.0,0.2012,0.0,1.0,0.0,0.0,0.4977,False,False,False,False,无明确战法态,13.87,9.99,14.76,False,128.8,房地产,黄河三角/黄金概念/涉矿概念,29.9
000507,,0.3721,1.0,0.9015,0.1325,0.0,0.8595,0.2518,0.6,0.1596,0.0,0.0,0.0,0.0,0.3524,False,False,False,False,无明确战法态,4.78,0.84,5.05,False,43.1,交通运输,光伏/海上丝路/国企改革,32.0
000509,,0.7649,1.0,0.7004,0.3778,0.0,0.9206,0.2033,0.3,0.0,0.0,0.0,0.0,1.0,0.5015,False,False,False,False,无明确战法态,3.48,-2.25,4.02,False,37.3,建筑建材,成渝特区,28.0
000510,,1.0,0.8738,0.4612,1.0,1.0,0.5839,0.2664,0.9,1.0,1.0,0.0,0.5,1.0,0.4065,False,False,False,False,无明确战法态,22.03,-3.76,19.94,True,133.6,化工行业,成渝特区/准ST股/金融参股,39.0
000513,,0.0,1.0,0.8843,0.094,0.066,0.3453,0.6038,0.3,0.2734,0.0,0.0,0.5,0.0,0.3061,False,False,False,False,无明确战法态,30.39,1.4,31.12,False,172.7,生物制药,含H股/生物疫苗/基因概念,47.0
000514,,0.0,0.5817,0.4858,0.0,0.0,0.0,0.2232,0.3,0.0,0.0,0.0,0.0,0.0,0.4955,False,False,False,False,无明确战法态,3.83,5.51,4.29,False,32.3,房地产,成渝特区/参股金融,29.9
000516,,0.0,1.0,0.8316,0.0,0.0,0.487,0.3514,0.3,0.0371,0.0,0.0,0.0,0.0,0.3033,False,False,False,False,无明确战法态,4.0,1.01,4.27,False,87.8,商业百货,免疫治疗/民营医院/陕甘宁,30.2
000517,,0.0,1.0,0.8016,0.1039,0.0,0.8084,0.1515,0.3,0.0,0.0,0.0,0.0,1.0,0.4232,False,False,False,False,无明确战法态,1.69,0.6,1.87,False,42.1,房地产,业绩预升,29.9
000518,,0.0,1.0,0.8022,0.6622,0.5586,0.0,0.2229,0.0,1.0,0.0,0.0,1.0,0.7,0.3139,False,False,False,False,无明确战法态,3.46,2.67,3.23,True,35.6,生物制药,抗癌,47.0
000519,,0.63,0.9994,0.7125,0.9364,1.0,0.5477,0.4434,0.6,0.8175,1.0,0.0,0.5,1.0,0.3644,False,False,False,False,无明确战法态,20.02,-3.0,19.54,True,278.8,机械行业,国防军工/成渝特区/军工航天,36.7
000520,,0.0,1.0,0.7339,0.427,0.8223,0.0,0.2141,1.0,1.0,0.0,0.0,0.5,1.0,0.3832,False,False,False,False,B2确认,4.55,0.89,4.16,True,46.0,交通运输,准ST股/整体上市/航运概念,32.0
000521,,0.0,1.0,0.6934,0.2244,0.6683,0.0,0.3307,0.6,0.663,0.0,0.0,0.5,0.0,0.3595,False,False,False,False,无明确战法态,5.88,0.17,5.71,True,51.5,家电行业,含B股/皖江区域/券商重仓,35.7
000523,,0.0,1.0,0.8226,0.0,0.0,0.6146,0.2042,0.0,0.0,0.0,0.0,0.0,0.0,0.541,False,False,False,False,无明确战法态,2.65,0.76,3.04,False,35.1,化工行业,代糖概念/广东自贸区,39.0
000524,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1692,False,False,False,False,无明确战法态,8.95,0.0,9.63,False,60.0,酒店旅游,冰雪产业/广东自贸区/免税店,29.9
000525,,0.0,1.0,0.7855,0.0,0.0,0.6591,0.2627,0.3,0.0,0.0,0.0,0.0,0.0,0.4746,False,False,False,False,无明确战法态,4.08,0.99,4.8,False,45.4,农药化肥,沿海发展/草甘膦/农村电商,33.4
000526,,0.0,1.0,0.8079,0.0,0.0,0.5667,0.2218,0.0,0.0,0.0,0.0,0.5,0.0,0.3895,False,False,False,False,无明确战法态,27.46,0.15,29.43,False,32.8,房地产,海峡西岸/福建自贸区/体育产业,29.9
000528,,0.0,1.0,0.8843,0.0,0.0,0.4635,0.2688,0.3,0.0202,0.0,0.0,0.5,0.0,0.3667,False,False,False,False,无明确战法态,8.16,1.12,8.65,False,166.0,机械行业,券商重仓/农机/碳纤维,36.7
000529,,0.0,1.0,0.764,0.0,0.0,0.3458,0.209,0.6,0.0,0.0,0.0,0.0,0.0,0.4879,False,False,False,False,无明确战法态,4.63,2.43,5.02,False,26.4,食品行业,猪肉/广东自贸区,35.0
